type,vertex1,vertex2,intensity, probability
1,663,664,0.5,0.8
1,663,665,0.25,0.8
1,663,661,0.25,0.8
1,663,662,0.5,0.8
1,663,663,0.25,0.8
1,663,664,0.5,0.8
1,663,665,0.25,0.8
1,664,665,0.5,0.8
1,664,661,0.5,0.8
1,664,662,1,0.8
1,664,663,0.5,0.8
1,664,664,1,0.8
1,664,665,0.5,0.8
1,665,661,0.25,0.8
1,665,662,0.5,0.8
1,665,663,0.25,0.8
1,665,664,0.5,0.8
1,665,665,0.25,0.8
1,661,662,0.5,0.8
1,661,663,0.25,0.8
1,661,664,0.5,0.8
1,661,665,0.25,0.8
1,662,663,0.5,0.8
1,662,664,1,0.8
1,662,665,0.5,0.8
1,663,664,0.5,0.8
1,663,665,0.25,0.8
1,664,665,0.5,0.8
1,666,667,0.25,0.8
1,666,668,0.25,0.8
1,666,669,0.25,0.8
1,666,670,0.5,0.8
1,666,666,0.25,0.8
1,666,667,0.25,0.8
1,666,668,0.25,0.8
1,666,669,0.25,0.8
1,666,670,0.5,0.8
1,667,668,0.25,0.8
1,667,669,0.25,0.8
1,667,670,0.5,0.8
1,667,666,0.25,0.8
1,667,667,0.25,0.8
1,667,668,0.25,0.8
1,667,669,0.25,0.8
1,667,670,0.5,0.8
1,668,669,0.25,0.8
1,668,670,0.5,0.8
1,668,666,0.25,0.8
1,668,667,0.25,0.8
1,668,668,0.25,0.8
1,668,669,0.25,0.8
1,668,670,0.5,0.8
1,669,670,0.5,0.8
1,669,666,0.25,0.8
1,669,667,0.25,0.8
1,669,668,0.25,0.8
1,669,669,0.25,0.8
1,669,670,0.5,0.8
1,670,666,0.5,0.8
1,670,667,0.5,0.8
1,670,668,0.5,0.8
1,670,669,0.5,0.8
1,670,670,1,0.8
1,666,667,0.25,0.8
1,666,668,0.25,0.8
1,666,669,0.25,0.8
1,666,670,0.5,0.8
1,667,668,0.25,0.8
1,667,669,0.25,0.8
1,667,670,0.5,0.8
1,668,669,0.25,0.8
1,668,670,0.5,0.8
1,669,670,0.5,0.8
1,671,672,0.5,0.8
1,671,673,0.5,0.8
1,671,674,0.5,0.8
1,671,675,0.25,0.8
1,671,671,0.25,0.8
1,671,672,0.5,0.8
1,671,673,0.5,0.8
1,671,674,0.5,0.8
1,671,675,0.25,0.8
1,672,673,1,0.8
1,672,674,1,0.8
1,672,675,0.5,0.8
1,672,671,0.5,0.8
1,672,672,1,0.8
1,672,673,1,0.8
1,672,674,1,0.8
1,672,675,0.5,0.8
1,673,674,1,0.8
1,673,675,0.5,0.8
1,673,671,0.5,0.8
1,673,672,1,0.8
1,673,673,1,0.8
1,673,674,1,0.8
1,673,675,0.5,0.8
1,674,675,0.5,0.8
1,674,671,0.5,0.8
1,674,672,1,0.8
1,674,673,1,0.8
1,674,674,1,0.8
1,674,675,0.5,0.8
1,675,671,0.25,0.8
1,675,672,0.5,0.8
1,675,673,0.5,0.8
1,675,674,0.5,0.8
1,675,675,0.25,0.8
1,671,672,0.5,0.8
1,671,673,0.5,0.8
1,671,674,0.5,0.8
1,671,675,0.25,0.8
1,672,673,1,0.8
1,672,674,1,0.8
1,672,675,0.5,0.8
1,673,674,1,0.8
1,673,675,0.5,0.8
1,674,675,0.5,0.8
1,676,677,0.5,0.8
1,676,678,0.5,0.8
1,676,679,0.25,0.8
1,676,680,0.5,0.8
1,676,676,0.25,0.8
1,676,677,0.5,0.8
1,676,678,0.5,0.8
1,676,679,0.25,0.8
1,676,680,0.5,0.8
1,677,678,1,0.8
1,677,679,0.5,0.8
1,677,680,1,0.8
1,677,676,0.5,0.8
1,677,677,1,0.8
1,677,678,1,0.8
1,677,679,0.5,0.8
1,677,680,1,0.8
1,678,679,0.5,0.8
1,678,680,1,0.8
1,678,676,0.5,0.8
1,678,677,1,0.8
1,678,678,1,0.8
1,678,679,0.5,0.8
1,678,680,1,0.8
1,679,680,0.5,0.8
1,679,676,0.25,0.8
1,679,677,0.5,0.8
1,679,678,0.5,0.8
1,679,679,0.25,0.8
1,679,680,0.5,0.8
1,680,676,0.5,0.8
1,680,677,1,0.8
1,680,678,1,0.8
1,680,679,0.5,0.8
1,680,680,1,0.8
1,676,677,0.5,0.8
1,676,678,0.5,0.8
1,676,679,0.25,0.8
1,676,680,0.5,0.8
1,677,678,1,0.8
1,677,679,0.5,0.8
1,677,680,1,0.8
1,678,679,0.5,0.8
1,678,680,1,0.8
1,679,680,0.5,0.8
1,681,682,0.5,0.8
1,681,683,0.5,0.8
1,681,684,0.5,0.8
1,681,685,1,0.8
1,681,681,1,0.8
1,681,682,0.5,0.8
1,681,683,0.5,0.8
1,681,684,0.5,0.8
1,681,685,1,0.8
1,682,683,0.25,0.8
1,682,684,0.25,0.8
1,682,685,0.5,0.8
1,682,681,0.5,0.8
1,682,682,0.25,0.8
1,682,683,0.25,0.8
1,682,684,0.25,0.8
1,682,685,0.5,0.8
1,683,684,0.25,0.8
1,683,685,0.5,0.8
1,683,681,0.5,0.8
1,683,682,0.25,0.8
1,683,683,0.25,0.8
1,683,684,0.25,0.8
1,683,685,0.5,0.8
1,684,685,0.5,0.8
1,684,681,0.5,0.8
1,684,682,0.25,0.8
1,684,683,0.25,0.8
1,684,684,0.25,0.8
1,684,685,0.5,0.8
1,685,681,1,0.8
1,685,682,0.5,0.8
1,685,683,0.5,0.8
1,685,684,0.5,0.8
1,685,685,1,0.8
1,681,682,0.5,0.8
1,681,683,0.5,0.8
1,681,684,0.5,0.8
1,681,685,1,0.8
1,682,683,0.25,0.8
1,682,684,0.25,0.8
1,682,685,0.5,0.8
1,683,684,0.25,0.8
1,683,685,0.5,0.8
1,684,685,0.5,0.8
1,686,687,0.5,0.8
1,686,688,0.5,0.8
1,686,689,0.25,0.8
1,686,690,0.5,0.8
1,686,686,0.25,0.8
1,686,687,0.5,0.8
1,686,688,0.5,0.8
1,686,689,0.25,0.8
1,686,690,0.5,0.8
1,687,688,1,0.8
1,687,689,0.5,0.8
1,687,690,1,0.8
1,687,686,0.5,0.8
1,687,687,1,0.8
1,687,688,1,0.8
1,687,689,0.5,0.8
1,687,690,1,0.8
1,688,689,0.5,0.8
1,688,690,1,0.8
1,688,686,0.5,0.8
1,688,687,1,0.8
1,688,688,1,0.8
1,688,689,0.5,0.8
1,688,690,1,0.8
1,689,690,0.5,0.8
1,689,686,0.25,0.8
1,689,687,0.5,0.8
1,689,688,0.5,0.8
1,689,689,0.25,0.8
1,689,690,0.5,0.8
1,690,686,0.5,0.8
1,690,687,1,0.8
1,690,688,1,0.8
1,690,689,0.5,0.8
1,690,690,1,0.8
1,686,687,0.5,0.8
1,686,688,0.5,0.8
1,686,689,0.25,0.8
1,686,690,0.5,0.8
1,687,688,1,0.8
1,687,689,0.5,0.8
1,687,690,1,0.8
1,688,689,0.5,0.8
1,688,690,1,0.8
1,689,690,0.5,0.8
1,691,692,0.5,0.8
1,691,693,0.5,0.8
1,691,694,0.25,0.8
1,691,695,0.5,0.8
1,691,691,0.25,0.8
1,691,692,0.5,0.8
1,691,693,0.5,0.8
1,691,694,0.25,0.8
1,691,695,0.5,0.8
1,692,693,1,0.8
1,692,694,0.5,0.8
1,692,695,1,0.8
1,692,691,0.5,0.8
1,692,692,1,0.8
1,692,693,1,0.8
1,692,694,0.5,0.8
1,692,695,1,0.8
1,693,694,0.5,0.8
1,693,695,1,0.8
1,693,691,0.5,0.8
1,693,692,1,0.8
1,693,693,1,0.8
1,693,694,0.5,0.8
1,693,695,1,0.8
1,694,695,0.5,0.8
1,694,691,0.25,0.8
1,694,692,0.5,0.8
1,694,693,0.5,0.8
1,694,694,0.25,0.8
1,694,695,0.5,0.8
1,695,691,0.5,0.8
1,695,692,1,0.8
1,695,693,1,0.8
1,695,694,0.5,0.8
1,695,695,1,0.8
1,691,692,0.5,0.8
1,691,693,0.5,0.8
1,691,694,0.25,0.8
1,691,695,0.5,0.8
1,692,693,1,0.8
1,692,694,0.5,0.8
1,692,695,1,0.8
1,693,694,0.5,0.8
1,693,695,1,0.8
1,694,695,0.5,0.8
1,696,697,0.25,0.8
1,696,698,0.5,0.8
1,696,699,0.25,0.8
1,696,700,0.5,0.8
1,696,696,0.25,0.8
1,696,697,0.25,0.8
1,696,698,0.5,0.8
1,696,699,0.25,0.8
1,696,700,0.5,0.8
1,697,698,0.5,0.8
1,697,699,0.25,0.8
1,697,700,0.5,0.8
1,697,696,0.25,0.8
1,697,697,0.25,0.8
1,697,698,0.5,0.8
1,697,699,0.25,0.8
1,697,700,0.5,0.8
1,698,699,0.5,0.8
1,698,700,1,0.8
1,698,696,0.5,0.8
1,698,697,0.5,0.8
1,698,698,1,0.8
1,698,699,0.5,0.8
1,698,700,1,0.8
1,699,700,0.5,0.8
1,699,696,0.25,0.8
1,699,697,0.25,0.8
1,699,698,0.5,0.8
1,699,699,0.25,0.8
1,699,700,0.5,0.8
1,700,696,0.5,0.8
1,700,697,0.5,0.8
1,700,698,1,0.8
1,700,699,0.5,0.8
1,700,700,1,0.8
1,696,697,0.25,0.8
1,696,698,0.5,0.8
1,696,699,0.25,0.8
1,696,700,0.5,0.8
1,697,698,0.5,0.8
1,697,699,0.25,0.8
1,697,700,0.5,0.8
1,698,699,0.5,0.8
1,698,700,1,0.8
1,699,700,0.5,0.8
1,701,702,0.5,0.8
1,701,703,0.5,0.8
1,701,704,0.5,0.8
1,701,705,1,0.8
1,701,701,1,0.8
1,701,702,0.5,0.8
1,701,703,0.5,0.8
1,701,704,0.5,0.8
1,701,705,1,0.8
1,702,703,0.25,0.8
1,702,704,0.25,0.8
1,702,705,0.5,0.8
1,702,701,0.5,0.8
1,702,702,0.25,0.8
1,702,703,0.25,0.8
1,702,704,0.25,0.8
1,702,705,0.5,0.8
1,703,704,0.25,0.8
1,703,705,0.5,0.8
1,703,701,0.5,0.8
1,703,702,0.25,0.8
1,703,703,0.25,0.8
1,703,704,0.25,0.8
1,703,705,0.5,0.8
1,704,705,0.5,0.8
1,704,701,0.5,0.8
1,704,702,0.25,0.8
1,704,703,0.25,0.8
1,704,704,0.25,0.8
1,704,705,0.5,0.8
1,705,701,1,0.8
1,705,702,0.5,0.8
1,705,703,0.5,0.8
1,705,704,0.5,0.8
1,705,705,1,0.8
1,701,702,0.5,0.8
1,701,703,0.5,0.8
1,701,704,0.5,0.8
1,701,705,1,0.8
1,702,703,0.25,0.8
1,702,704,0.25,0.8
1,702,705,0.5,0.8
1,703,704,0.25,0.8
1,703,705,0.5,0.8
1,704,705,0.5,0.8
1,706,707,0.5,0.8
1,706,708,0.5,0.8
1,706,709,0.5,0.8
1,706,710,0.5,0.8
1,706,706,0.25,0.8
1,706,707,0.5,0.8
1,706,708,0.5,0.8
1,706,709,0.5,0.8
1,706,710,0.5,0.8
1,707,708,1,0.8
1,707,709,1,0.8
1,707,710,1,0.8
1,707,706,0.5,0.8
1,707,707,1,0.8
1,707,708,1,0.8
1,707,709,1,0.8
1,707,710,1,0.8
1,708,709,1,0.8
1,708,710,1,0.8
1,708,706,0.5,0.8
1,708,707,1,0.8
1,708,708,1,0.8
1,708,709,1,0.8
1,708,710,1,0.8
1,709,710,1,0.8
1,709,706,0.5,0.8
1,709,707,1,0.8
1,709,708,1,0.8
1,709,709,1,0.8
1,709,710,1,0.8
1,710,706,0.5,0.8
1,710,707,1,0.8
1,710,708,1,0.8
1,710,709,1,0.8
1,710,710,1,0.8
1,706,707,0.5,0.8
1,706,708,0.5,0.8
1,706,709,0.5,0.8
1,706,710,0.5,0.8
1,707,708,1,0.8
1,707,709,1,0.8
1,707,710,1,0.8
1,708,709,1,0.8
1,708,710,1,0.8
1,709,710,1,0.8
1,711,712,1,0.8
1,711,713,1,0.8
1,711,714,0.5,0.8
1,711,715,1,0.8
1,711,711,1,0.8
1,711,712,1,0.8
1,711,713,1,0.8
1,711,714,0.5,0.8
1,711,715,1,0.8
1,712,713,1,0.8
1,712,714,0.5,0.8
1,712,715,1,0.8
1,712,711,1,0.8
1,712,712,1,0.8
1,712,713,1,0.8
1,712,714,0.5,0.8
1,712,715,1,0.8
1,713,714,0.5,0.8
1,713,715,1,0.8
1,713,711,1,0.8
1,713,712,1,0.8
1,713,713,1,0.8
1,713,714,0.5,0.8
1,713,715,1,0.8
1,714,715,0.5,0.8
1,714,711,0.5,0.8
1,714,712,0.5,0.8
1,714,713,0.5,0.8
1,714,714,0.25,0.8
1,714,715,0.5,0.8
1,715,711,1,0.8
1,715,712,1,0.8
1,715,713,1,0.8
1,715,714,0.5,0.8
1,715,715,1,0.8
1,711,712,1,0.8
1,711,713,1,0.8
1,711,714,0.5,0.8
1,711,715,1,0.8
1,712,713,1,0.8
1,712,714,0.5,0.8
1,712,715,1,0.8
1,713,714,0.5,0.8
1,713,715,1,0.8
1,714,715,0.5,0.8
1,716,717,0.5,0.8
1,716,718,0.5,0.8
1,716,719,0.5,0.8
1,716,720,0.25,0.8
1,716,716,0.25,0.8
1,716,717,0.5,0.8
1,716,718,0.5,0.8
1,716,719,0.5,0.8
1,716,720,0.25,0.8
1,717,718,1,0.8
1,717,719,1,0.8
1,717,720,0.5,0.8
1,717,716,0.5,0.8
1,717,717,1,0.8
1,717,718,1,0.8
1,717,719,1,0.8
1,717,720,0.5,0.8
1,718,719,1,0.8
1,718,720,0.5,0.8
1,718,716,0.5,0.8
1,718,717,1,0.8
1,718,718,1,0.8
1,718,719,1,0.8
1,718,720,0.5,0.8
1,719,720,0.5,0.8
1,719,716,0.5,0.8
1,719,717,1,0.8
1,719,718,1,0.8
1,719,719,1,0.8
1,719,720,0.5,0.8
1,720,716,0.25,0.8
1,720,717,0.5,0.8
1,720,718,0.5,0.8
1,720,719,0.5,0.8
1,720,720,0.25,0.8
1,716,717,0.5,0.8
1,716,718,0.5,0.8
1,716,719,0.5,0.8
1,716,720,0.25,0.8
1,717,718,1,0.8
1,717,719,1,0.8
1,717,720,0.5,0.8
1,718,719,1,0.8
1,718,720,0.5,0.8
1,719,720,0.5,0.8
1,721,722,1,0.8
1,721,723,1,0.8
1,721,724,1,0.8
1,721,725,0.5,0.8
1,721,721,1,0.8
1,721,722,1,0.8
1,721,723,1,0.8
1,721,724,1,0.8
1,721,725,0.5,0.8
1,722,723,1,0.8
1,722,724,1,0.8
1,722,725,0.5,0.8
1,722,721,1,0.8
1,722,722,1,0.8
1,722,723,1,0.8
1,722,724,1,0.8
1,722,725,0.5,0.8
1,723,724,1,0.8
1,723,725,0.5,0.8
1,723,721,1,0.8
1,723,722,1,0.8
1,723,723,1,0.8
1,723,724,1,0.8
1,723,725,0.5,0.8
1,724,725,0.5,0.8
1,724,721,1,0.8
1,724,722,1,0.8
1,724,723,1,0.8
1,724,724,1,0.8
1,724,725,0.5,0.8
1,725,721,0.5,0.8
1,725,722,0.5,0.8
1,725,723,0.5,0.8
1,725,724,0.5,0.8
1,725,725,0.25,0.8
1,721,722,1,0.8
1,721,723,1,0.8
1,721,724,1,0.8
1,721,725,0.5,0.8
1,722,723,1,0.8
1,722,724,1,0.8
1,722,725,0.5,0.8
1,723,724,1,0.8
1,723,725,0.5,0.8
1,724,725,0.5,0.8
1,726,727,1,0.8
1,726,728,0.5,0.8
1,726,729,1,0.8
1,726,730,1,0.8
1,726,726,1,0.8
1,726,727,1,0.8
1,726,728,0.5,0.8
1,726,729,1,0.8
1,726,730,1,0.8
1,727,728,0.5,0.8
1,727,729,1,0.8
1,727,730,1,0.8
1,727,726,1,0.8
1,727,727,1,0.8
1,727,728,0.5,0.8
1,727,729,1,0.8
1,727,730,1,0.8
1,728,729,0.5,0.8
1,728,730,0.5,0.8
1,728,726,0.5,0.8
1,728,727,0.5,0.8
1,728,728,0.25,0.8
1,728,729,0.5,0.8
1,728,730,0.5,0.8
1,729,730,1,0.8
1,729,726,1,0.8
1,729,727,1,0.8
1,729,728,0.5,0.8
1,729,729,1,0.8
1,729,730,1,0.8
1,730,726,1,0.8
1,730,727,1,0.8
1,730,728,0.5,0.8
1,730,729,1,0.8
1,730,730,1,0.8
1,726,727,1,0.8
1,726,728,0.5,0.8
1,726,729,1,0.8
1,726,730,1,0.8
1,727,728,0.5,0.8
1,727,729,1,0.8
1,727,730,1,0.8
1,728,729,0.5,0.8
1,728,730,0.5,0.8
1,729,730,1,0.8
1,731,732,0.5,0.8
1,731,733,0.25,0.8
1,731,734,0.5,0.8
1,731,735,0.25,0.8
1,731,731,0.25,0.8
1,731,732,0.5,0.8
1,731,733,0.25,0.8
1,731,734,0.5,0.8
1,731,735,0.25,0.8
1,732,733,0.5,0.8
1,732,734,1,0.8
1,732,735,0.5,0.8
1,732,731,0.5,0.8
1,732,732,1,0.8
1,732,733,0.5,0.8
1,732,734,1,0.8
1,732,735,0.5,0.8
1,733,734,0.5,0.8
1,733,735,0.25,0.8
1,733,731,0.25,0.8
1,733,732,0.5,0.8
1,733,733,0.25,0.8
1,733,734,0.5,0.8
1,733,735,0.25,0.8
1,734,735,0.5,0.8
1,734,731,0.5,0.8
1,734,732,1,0.8
1,734,733,0.5,0.8
1,734,734,1,0.8
1,734,735,0.5,0.8
1,735,731,0.25,0.8
1,735,732,0.5,0.8
1,735,733,0.25,0.8
1,735,734,0.5,0.8
1,735,735,0.25,0.8
1,731,732,0.5,0.8
1,731,733,0.25,0.8
1,731,734,0.5,0.8
1,731,735,0.25,0.8
1,732,733,0.5,0.8
1,732,734,1,0.8
1,732,735,0.5,0.8
1,733,734,0.5,0.8
1,733,735,0.25,0.8
1,734,735,0.5,0.8
1,736,737,0.5,0.8
1,736,738,0.5,0.8
1,736,739,0.5,0.8
1,736,740,1,0.8
1,736,736,1,0.8
1,736,737,0.5,0.8
1,736,738,0.5,0.8
1,736,739,0.5,0.8
1,736,740,1,0.8
1,737,738,0.25,0.8
1,737,739,0.25,0.8
1,737,740,0.5,0.8
1,737,736,0.5,0.8
1,737,737,0.25,0.8
1,737,738,0.25,0.8
1,737,739,0.25,0.8
1,737,740,0.5,0.8
1,738,739,0.25,0.8
1,738,740,0.5,0.8
1,738,736,0.5,0.8
1,738,737,0.25,0.8
1,738,738,0.25,0.8
1,738,739,0.25,0.8
1,738,740,0.5,0.8
1,739,740,0.5,0.8
1,739,736,0.5,0.8
1,739,737,0.25,0.8
1,739,738,0.25,0.8
1,739,739,0.25,0.8
1,739,740,0.5,0.8
1,740,736,1,0.8
1,740,737,0.5,0.8
1,740,738,0.5,0.8
1,740,739,0.5,0.8
1,740,740,1,0.8
1,736,737,0.5,0.8
1,736,738,0.5,0.8
1,736,739,0.5,0.8
1,736,740,1,0.8
1,737,738,0.25,0.8
1,737,739,0.25,0.8
1,737,740,0.5,0.8
1,738,739,0.25,0.8
1,738,740,0.5,0.8
1,739,740,0.5,0.8
1,741,742,0.25,0.8
1,741,743,0.25,0.8
1,741,744,0.5,0.8
1,741,745,0.5,0.8
1,741,746,0.5,0.8
1,741,747,0.5,0.8
1,741,741,0.25,0.8
1,741,742,0.25,0.8
1,741,743,0.25,0.8
1,741,744,0.5,0.8
1,741,745,0.5,0.8
1,741,746,0.5,0.8
1,741,747,0.5,0.8
1,742,743,0.25,0.8
1,742,744,0.5,0.8
1,742,745,0.5,0.8
1,742,746,0.5,0.8
1,742,747,0.5,0.8
1,742,741,0.25,0.8
1,742,742,0.25,0.8
1,742,743,0.25,0.8
1,742,744,0.5,0.8
1,742,745,0.5,0.8
1,742,746,0.5,0.8
1,742,747,0.5,0.8
1,743,744,0.5,0.8
1,743,745,0.5,0.8
1,743,746,0.5,0.8
1,743,747,0.5,0.8
1,743,741,0.25,0.8
1,743,742,0.25,0.8
1,743,743,0.25,0.8
1,743,744,0.5,0.8
1,743,745,0.5,0.8
1,743,746,0.5,0.8
1,743,747,0.5,0.8
1,744,745,1,0.8
1,744,746,1,0.8
1,744,747,1,0.8
1,744,741,0.5,0.8
1,744,742,0.5,0.8
1,744,743,0.5,0.8
1,744,744,1,0.8
1,744,745,1,0.8
1,744,746,1,0.8
1,744,747,1,0.8
1,745,746,1,0.8
1,745,747,1,0.8
1,745,741,0.5,0.8
1,745,742,0.5,0.8
1,745,743,0.5,0.8
1,745,744,1,0.8
1,745,745,1,0.8
1,745,746,1,0.8
1,745,747,1,0.8
1,746,747,1,0.8
1,746,741,0.5,0.8
1,746,742,0.5,0.8
1,746,743,0.5,0.8
1,746,744,1,0.8
1,746,745,1,0.8
1,746,746,1,0.8
1,746,747,1,0.8
1,747,741,0.5,0.8
1,747,742,0.5,0.8
1,747,743,0.5,0.8
1,747,744,1,0.8
1,747,745,1,0.8
1,747,746,1,0.8
1,747,747,1,0.8
1,741,742,0.25,0.8
1,741,743,0.25,0.8
1,741,744,0.5,0.8
1,741,745,0.5,0.8
1,741,746,0.5,0.8
1,741,747,0.5,0.8
1,742,743,0.25,0.8
1,742,744,0.5,0.8
1,742,745,0.5,0.8
1,742,746,0.5,0.8
1,742,747,0.5,0.8
1,743,744,0.5,0.8
1,743,745,0.5,0.8
1,743,746,0.5,0.8
1,743,747,0.5,0.8
1,744,745,1,0.8
1,744,746,1,0.8
1,744,747,1,0.8
1,745,746,1,0.8
1,745,747,1,0.8
1,746,747,1,0.8
1,748,749,0.5,0.8
1,748,750,1,0.8
1,748,751,1,0.8
1,748,752,1,0.8
1,748,753,0.5,0.8
1,748,754,1,0.8
1,748,748,1,0.8
1,748,749,0.5,0.8
1,748,750,1,0.8
1,748,751,1,0.8
1,748,752,1,0.8
1,748,753,0.5,0.8
1,748,754,1,0.8
1,749,750,0.5,0.8
1,749,751,0.5,0.8
1,749,752,0.5,0.8
1,749,753,0.25,0.8
1,749,754,0.5,0.8
1,749,748,0.5,0.8
1,749,749,0.25,0.8
1,749,750,0.5,0.8
1,749,751,0.5,0.8
1,749,752,0.5,0.8
1,749,753,0.25,0.8
1,749,754,0.5,0.8
1,750,751,1,0.8
1,750,752,1,0.8
1,750,753,0.5,0.8
1,750,754,1,0.8
1,750,748,1,0.8
1,750,749,0.5,0.8
1,750,750,1,0.8
1,750,751,1,0.8
1,750,752,1,0.8
1,750,753,0.5,0.8
1,750,754,1,0.8
1,751,752,1,0.8
1,751,753,0.5,0.8
1,751,754,1,0.8
1,751,748,1,0.8
1,751,749,0.5,0.8
1,751,750,1,0.8
1,751,751,1,0.8
1,751,752,1,0.8
1,751,753,0.5,0.8
1,751,754,1,0.8
1,752,753,0.5,0.8
1,752,754,1,0.8
1,752,748,1,0.8
1,752,749,0.5,0.8
1,752,750,1,0.8
1,752,751,1,0.8
1,752,752,1,0.8
1,752,753,0.5,0.8
1,752,754,1,0.8
1,753,754,0.5,0.8
1,753,748,0.5,0.8
1,753,749,0.25,0.8
1,753,750,0.5,0.8
1,753,751,0.5,0.8
1,753,752,0.5,0.8
1,753,753,0.25,0.8
1,753,754,0.5,0.8
1,754,748,1,0.8
1,754,749,0.5,0.8
1,754,750,1,0.8
1,754,751,1,0.8
1,754,752,1,0.8
1,754,753,0.5,0.8
1,754,754,1,0.8
1,748,749,0.5,0.8
1,748,750,1,0.8
1,748,751,1,0.8
1,748,752,1,0.8
1,748,753,0.5,0.8
1,748,754,1,0.8
1,749,750,0.5,0.8
1,749,751,0.5,0.8
1,749,752,0.5,0.8
1,749,753,0.25,0.8
1,749,754,0.5,0.8
1,750,751,1,0.8
1,750,752,1,0.8
1,750,753,0.5,0.8
1,750,754,1,0.8
1,751,752,1,0.8
1,751,753,0.5,0.8
1,751,754,1,0.8
1,752,753,0.5,0.8
1,752,754,1,0.8
1,753,754,0.5,0.8
1,755,756,1,0.8
1,755,757,0.5,0.8
1,755,758,0.5,0.8
1,755,759,1,0.8
1,755,760,0.5,0.8
1,755,761,1,0.8
1,755,755,1,0.8
1,755,756,1,0.8
1,755,757,0.5,0.8
1,755,758,0.5,0.8
1,755,759,1,0.8
1,755,760,0.5,0.8
1,755,761,1,0.8
1,756,757,0.5,0.8
1,756,758,0.5,0.8
1,756,759,1,0.8
1,756,760,0.5,0.8
1,756,761,1,0.8
1,756,755,1,0.8
1,756,756,1,0.8
1,756,757,0.5,0.8
1,756,758,0.5,0.8
1,756,759,1,0.8
1,756,760,0.5,0.8
1,756,761,1,0.8
1,757,758,0.25,0.8
1,757,759,0.5,0.8
1,757,760,0.25,0.8
1,757,761,0.5,0.8
1,757,755,0.5,0.8
1,757,756,0.5,0.8
1,757,757,0.25,0.8
1,757,758,0.25,0.8
1,757,759,0.5,0.8
1,757,760,0.25,0.8
1,757,761,0.5,0.8
1,758,759,0.5,0.8
1,758,760,0.25,0.8
1,758,761,0.5,0.8
1,758,755,0.5,0.8
1,758,756,0.5,0.8
1,758,757,0.25,0.8
1,758,758,0.25,0.8
1,758,759,0.5,0.8
1,758,760,0.25,0.8
1,758,761,0.5,0.8
1,759,760,0.5,0.8
1,759,761,1,0.8
1,759,755,1,0.8
1,759,756,1,0.8
1,759,757,0.5,0.8
1,759,758,0.5,0.8
1,759,759,1,0.8
1,759,760,0.5,0.8
1,759,761,1,0.8
1,760,761,0.5,0.8
1,760,755,0.5,0.8
1,760,756,0.5,0.8
1,760,757,0.25,0.8
1,760,758,0.25,0.8
1,760,759,0.5,0.8
1,760,760,0.25,0.8
1,760,761,0.5,0.8
1,761,755,1,0.8
1,761,756,1,0.8
1,761,757,0.5,0.8
1,761,758,0.5,0.8
1,761,759,1,0.8
1,761,760,0.5,0.8
1,761,761,1,0.8
1,755,756,1,0.8
1,755,757,0.5,0.8
1,755,758,0.5,0.8
1,755,759,1,0.8
1,755,760,0.5,0.8
1,755,761,1,0.8
1,756,757,0.5,0.8
1,756,758,0.5,0.8
1,756,759,1,0.8
1,756,760,0.5,0.8
1,756,761,1,0.8
1,757,758,0.25,0.8
1,757,759,0.5,0.8
1,757,760,0.25,0.8
1,757,761,0.5,0.8
1,758,759,0.5,0.8
1,758,760,0.25,0.8
1,758,761,0.5,0.8
1,759,760,0.5,0.8
1,759,761,1,0.8
1,760,761,0.5,0.8
1,762,763,0.25,0.8
1,762,764,0.5,0.8
1,762,765,0.25,0.8
1,762,766,0.25,0.8
1,762,767,0.5,0.8
1,762,768,0.25,0.8
1,762,762,0.25,0.8
1,762,763,0.25,0.8
1,762,764,0.5,0.8
1,762,765,0.25,0.8
1,762,766,0.25,0.8
1,762,767,0.5,0.8
1,762,768,0.25,0.8
1,763,764,0.5,0.8
1,763,765,0.25,0.8
1,763,766,0.25,0.8
1,763,767,0.5,0.8
1,763,768,0.25,0.8
1,763,762,0.25,0.8
1,763,763,0.25,0.8
1,763,764,0.5,0.8
1,763,765,0.25,0.8
1,763,766,0.25,0.8
1,763,767,0.5,0.8
1,763,768,0.25,0.8
1,764,765,0.5,0.8
1,764,766,0.5,0.8
1,764,767,1,0.8
1,764,768,0.5,0.8
1,764,762,0.5,0.8
1,764,763,0.5,0.8
1,764,764,1,0.8
1,764,765,0.5,0.8
1,764,766,0.5,0.8
1,764,767,1,0.8
1,764,768,0.5,0.8
1,765,766,0.25,0.8
1,765,767,0.5,0.8
1,765,768,0.25,0.8
1,765,762,0.25,0.8
1,765,763,0.25,0.8
1,765,764,0.5,0.8
1,765,765,0.25,0.8
1,765,766,0.25,0.8
1,765,767,0.5,0.8
1,765,768,0.25,0.8
1,766,767,0.5,0.8
1,766,768,0.25,0.8
1,766,762,0.25,0.8
1,766,763,0.25,0.8
1,766,764,0.5,0.8
1,766,765,0.25,0.8
1,766,766,0.25,0.8
1,766,767,0.5,0.8
1,766,768,0.25,0.8
1,767,768,0.5,0.8
1,767,762,0.5,0.8
1,767,763,0.5,0.8
1,767,764,1,0.8
1,767,765,0.5,0.8
1,767,766,0.5,0.8
1,767,767,1,0.8
1,767,768,0.5,0.8
1,768,762,0.25,0.8
1,768,763,0.25,0.8
1,768,764,0.5,0.8
1,768,765,0.25,0.8
1,768,766,0.25,0.8
1,768,767,0.5,0.8
