id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
14854,M,58,retired,undef,not commuting,Ho,-563683,-1.20242e+06,1679
14855,M,2,at home,undef,not commuting,Ho,-563683,-1.20242e+06,1679
14856,F,11,student,undef,not commuting,Ho,-563683,-1.20242e+06,1679
14857,M,3,at home,undef,not commuting,Ho,-563683,-1.20242e+06,1679
14858,F,32,working,construction,not commuting,Ho,-563683,-1.20242e+06,1679
14859,F,26,working,industry,not commuting,Ho,-563683,-1.20242e+06,1679
14860,F,54,at home,undef,not commuting,Ho,-563683,-1.20242e+06,1679
14861,F,48,working,adminetc,60 to 90 mins,Ho,-565536,-1.20167e+06,1622
14862,M,27,working,construction,not commuting,Ho,-565536,-1.20167e+06,1622
14863,F,13,student,undef,not commuting,Ho,-565536,-1.20167e+06,1622
14864,M,50,working,industry,not commuting,Ho,-565536,-1.20167e+06,1622
14865,F,26,working,health,not commuting,Ho,-565536,-1.20167e+06,1622
14866,M,56,retired,undef,not commuting,Ho,-565326,-1.20183e+06,1356
14867,M,17,student,undef,not commuting,Ho,-565326,-1.20183e+06,1356
14868,F,52,working,publicsector,not commuting,Ho,-564414,-1.20122e+06,2106
14869,F,78,retired,undef,not commuting,Ho,-564414,-1.20122e+06,2106
14870,M,26,working,construction,15 to 30 min,Ho,-564414,-1.20122e+06,2106
14871,M,22,student,undef,not commuting,Ho,-564414,-1.20122e+06,2106
14872,F,51,working,construction,not commuting,Ho,-564405,-1.20177e+06,1267
14873,M,50,working,construction,60 to 90 mins,Ho,-564405,-1.20177e+06,1267
14874,M,61,working,publicsector,not commuting,Ho,-565745,-1.20169e+06,1319
14875,F,6,student,undef,not commuting,Ho,-563741,-1.20305e+06,1754
14876,F,34,working,tradeandmoto,not commuting,Ho,-563741,-1.20305e+06,1754
14877,M,38,working,tradeandmoto,not commuting,Ho,-563741,-1.20305e+06,1754
14878,F,52,at home,undef,not commuting,Ho,-565203,-1.2016e+06,1435
14879,M,27,working,health,not commuting,Ho,-565203,-1.2016e+06,1435
14880,M,19,student,undef,not commuting,Ho,-563697,-1.20248e+06,1680
14881,F,47,working,transportation,not commuting,Ho,-563697,-1.20248e+06,1680
14882,F,40,at home,undef,not commuting,Ho,-565326,-1.20183e+06,1356
14883,F,63,working,education,not commuting,Ho,-565326,-1.20183e+06,1356
14884,F,28,working,education,45 to 60 mins,Ho,-564000,-1.20185e+06,709
14885,F,55,working,transportation,60 to 90 mins,Ho,-564000,-1.20185e+06,709
14886,M,29,at home,undef,not commuting,Ho,-564000,-1.20185e+06,709
14887,F,0,at home,undef,not commuting,Ho,-564000,-1.20185e+06,709
14888,F,46,working,health,not commuting,Ho,-565997,-1.20221e+06,1176
14889,M,18,student,undef,not commuting,Ho,-565997,-1.20221e+06,1176
14890,M,47,working,transportation,not commuting,Ho,-565997,-1.20221e+06,1176
14891,F,27,at home,undef,not commuting,Ho,-564653,-1.20239e+06,1078
14892,M,29,working,health,not commuting,Ho,-564653,-1.20239e+06,1078
14893,M,1,at home,undef,not commuting,Ho,-564653,-1.20239e+06,1078
14894,F,80,retired,undef,not commuting,Ho,-564306,-1.20176e+06,1108
14895,M,40,working,education,not commuting,Ho,-564519,-1.20264e+06,1554
14896,M,10,student,undef,not commuting,Ho,-564519,-1.20264e+06,1554
14897,F,7,student,undef,not commuting,Ho,-564519,-1.20264e+06,1554
14898,F,37,working,publicsector,not commuting,Ho,-564519,-1.20264e+06,1554
14899,F,64,retired,undef,not commuting,Ho,-564357,-1.20248e+06,1223
14900,F,19,student,undef,not commuting,Ho,-563378,-1.20159e+06,1561
14901,M,34,working,banks,not commuting,Ho,-565255,-1.20153e+06,1278
14902,M,32,working,publicsector,not commuting,Ho,-563513,-1.20181e+06,2006
14903,M,35,working,adminetc,not commuting,Ho,-564989,-1.20166e+06,1376
14904,F,55,retired,undef,not commuting,Ho,-563697,-1.20248e+06,1680
14905,M,59,working,industry,not commuting,Ho,-563653,-1.2025e+06,1682
14906,M,16,working,industry,not commuting,Ho,-565680,-1.20202e+06,1329
14907,F,76,retired,undef,not commuting,Ho,-565843,-1.20173e+06,1651
14908,F,51,at home,undef,not commuting,Ho,-563773,-1.20273e+06,1727
14909,F,72,retired,undef,not commuting,Ho,-565203,-1.2016e+06,1435
14910,M,48,working,adminetc,not commuting,Ho,-563665,-1.20195e+06,1567
14911,F,68,retired,undef,not commuting,Ho,-563912,-1.20192e+06,947
14912,F,53,working,construction,not commuting,Ho,-564422,-1.2024e+06,1654
14913,F,62,retired,undef,not commuting,Ho,-564169,-1.20197e+06,995
14914,M,31,working,industry,not commuting,Ho,-564368,-1.20123e+06,2147
14915,F,21,student,undef,not commuting,Ho,-564461,-1.20286e+06,1551
14916,M,46,at home,undef,not commuting,Ho,-565619,-1.20209e+06,1343
14917,M,16,student,undef,not commuting,Ho,-565619,-1.20209e+06,1343
14918,F,46,working,publicsector,not commuting,Ho,-565619,-1.20209e+06,1343
14919,F,20,at home,undef,not commuting,Ho,-564929,-1.2017e+06,1389
14920,F,57,retired,undef,not commuting,Ho,-564929,-1.2017e+06,1389
14921,F,39,working,industry,not commuting,Ho,-564929,-1.2017e+06,1389
14922,M,45,working,industry,not commuting,Ho,-564929,-1.2017e+06,1389
14923,F,17,working,industry,not commuting,Ho,-564929,-1.2017e+06,1389
14924,M,62,working,construction,less than 15min,Ho,-563968,-1.20244e+06,1072
14925,F,31,at home,undef,not commuting,Ho,-563968,-1.20244e+06,1072
14926,F,59,retired,undef,not commuting,Ho,-563968,-1.20244e+06,1072
14927,M,79,retired,undef,not commuting,Ho,-563575,-1.20175e+06,1570
14928,F,73,retired,undef,not commuting,Ho,-563575,-1.20175e+06,1570
14929,M,27,working,publicsector,not commuting,Ho,-564173,-1.20307e+06,1422
14930,M,1,at home,undef,not commuting,Ho,-564173,-1.20307e+06,1422
14931,F,22,student,undef,not commuting,Ho,-564173,-1.20307e+06,1422
14932,M,48,working,tradeandmoto,not commuting,Ho,-565748,-1.20212e+06,1619
14933,M,18,student,undef,not commuting,Ho,-565748,-1.20212e+06,1619
14934,F,23,at home,undef,not commuting,Ho,-565748,-1.20212e+06,1619
14935,F,45,working,health,not commuting,Ho,-565748,-1.20212e+06,1619
14936,F,72,retired,undef,not commuting,Ho,-564357,-1.202e+06,945
14937,M,72,retired,undef,not commuting,Ho,-564357,-1.202e+06,945
14938,F,56,retired,undef,not commuting,Ho,-564292,-1.20244e+06,302
14939,M,62,working,industry,not commuting,Ho,-564292,-1.20244e+06,302
14940,M,36,working,education,15 to 30 min,Ho,-563433,-1.20161e+06,1560
14941,F,32,at home,undef,not commuting,Ho,-563433,-1.20161e+06,1560
14942,M,1,at home,undef,not commuting,Ho,-563433,-1.20161e+06,1560
14943,M,72,retired,undef,not commuting,Ho,-563433,-1.20161e+06,1560
14944,M,7,student,undef,not commuting,Ho,-563773,-1.20273e+06,1727
14945,M,17,student,undef,not commuting,Ho,-563773,-1.20273e+06,1727
14946,F,39,working,tradeandmoto,not commuting,Ho,-563773,-1.20273e+06,1727
14947,M,43,at home,undef,not commuting,Ho,-563773,-1.20273e+06,1727
14948,M,0,at home,undef,not commuting,Ho,-563756,-1.20197e+06,1589
14949,M,33,at home,undef,not commuting,Ho,-563756,-1.20197e+06,1589
14950,F,3,at home,undef,not commuting,Ho,-563756,-1.20197e+06,1589
14951,F,31,at home,undef,not commuting,Ho,-563756,-1.20197e+06,1589
14952,F,5,at home,undef,not commuting,Ho,-563751,-1.20307e+06,1755
14953,M,34,working,industry,not commuting,Ho,-563751,-1.20307e+06,1755
14954,F,7,student,undef,not commuting,Ho,-563751,-1.20307e+06,1755
14955,M,2,at home,undef,not commuting,Ho,-563751,-1.20307e+06,1755
14956,F,34,at home,undef,not commuting,Ho,-563751,-1.20307e+06,1755
14957,F,39,working,industry,15 to 30 min,Ho,-563714,-1.20281e+06,1730
14958,M,11,student,undef,not commuting,Ho,-563714,-1.20281e+06,1730
14959,F,42,working,industry,30 to 45 mins,Ho,-562707,-1.20162e+06,1530
14960,F,16,student,undef,not commuting,Ho,-562707,-1.20162e+06,1530
14961,M,43,at home,undef,not commuting,Ho,-562707,-1.20162e+06,1530
14962,M,24,working,tradeandmoto,not commuting,Ho,-563844,-1.20298e+06,1544
14963,F,66,retired,undef,not commuting,Ho,-563844,-1.20298e+06,1544
14964,M,67,retired,undef,not commuting,Ho,-563844,-1.20298e+06,1544
14965,F,61,working,industry,not commuting,Ho,-565981,-1.20225e+06,1174
14966,F,35,working,construction,not commuting,Ho,-565981,-1.20225e+06,1174
14967,F,45,at home,undef,not commuting,Ho,-563477,-1.20168e+06,1558
14968,F,19,working,transportation,not commuting,Ho,-563477,-1.20168e+06,1558
14969,F,58,retired,undef,not commuting,Ho,-565799,-1.2023e+06,1617
14970,M,56,retired,undef,not commuting,Ho,-565799,-1.2023e+06,1617
14971,F,76,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
14972,M,74,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
14973,F,63,retired,undef,not commuting,Ho,-563575,-1.20175e+06,1570
14974,M,66,retired,undef,not commuting,Ho,-563575,-1.20175e+06,1570
14975,M,7,student,undef,not commuting,Ho,-563901,-1.20264e+06,1772
14976,M,3,at home,undef,not commuting,Ho,-563901,-1.20264e+06,1772
14977,M,37,at home,undef,not commuting,Ho,-563901,-1.20264e+06,1772
14978,F,34,working,tradeandmoto,not commuting,Ho,-563425,-1.20167e+06,1559
14979,M,37,working,publicsector,not commuting,Ho,-563425,-1.20167e+06,1559
14980,M,5,at home,undef,not commuting,Ho,-563425,-1.20167e+06,1559
14981,M,23,at home,undef,not commuting,Ho,-563689,-1.20261e+06,1684
14982,F,51,at home,undef,not commuting,Ho,-563689,-1.20261e+06,1684
14983,F,66,retired,undef,not commuting,Ho,-564636,-1.20262e+06,1553
14984,M,68,retired,undef,not commuting,Ho,-564636,-1.20262e+06,1553
14985,F,33,at home,undef,not commuting,Ho,-563826,-1.20274e+06,1729
14986,M,28,working,publicsector,30 to 45 mins,Ho,-563826,-1.20274e+06,1729
14987,M,0,at home,undef,not commuting,Ho,-563826,-1.20274e+06,1729
14988,M,4,at home,undef,not commuting,Ho,-563826,-1.20274e+06,1729
14989,F,69,retired,undef,not commuting,Ho,-563841,-1.20291e+06,1779
14990,F,34,working,banks,not commuting,Ho,-563841,-1.20291e+06,1779
14991,M,35,at home,undef,not commuting,Ho,-564245,-1.20164e+06,1492
14992,M,5,at home,undef,not commuting,Ho,-564245,-1.20164e+06,1492
14993,F,30,at home,undef,not commuting,Ho,-564245,-1.20164e+06,1492
14994,F,2,at home,undef,not commuting,Ho,-564245,-1.20164e+06,1492
14995,F,15,student,undef,not commuting,Ho,-563759,-1.20178e+06,1639
14996,F,36,working,transportation,not commuting,Ho,-563759,-1.20178e+06,1639
14997,F,12,student,undef,not commuting,Ho,-563759,-1.20178e+06,1639
14998,F,56,working,industry,not commuting,Ho,-565400,-1.20168e+06,1266
14999,M,61,working,agriculture,not commuting,Ho,-565400,-1.20168e+06,1266
15000,F,33,working,industry,30 to 45 mins,Ho,-564753,-1.20136e+06,1508
15001,M,35,working,construction,not commuting,Ho,-564753,-1.20136e+06,1508
15002,F,1,at home,undef,not commuting,Ho,-564753,-1.20136e+06,1508
15003,F,59,working,transportation,not commuting,Ho,-563661,-1.20221e+06,1674
15004,M,58,retired,undef,not commuting,Ho,-563661,-1.20221e+06,1674
15005,F,58,retired,undef,not commuting,Ho,-563816,-1.20192e+06,1224
15006,M,60,working,transportation,not commuting,Ho,-563816,-1.20192e+06,1224
15007,F,33,working,industry,not commuting,Ho,-563819,-1.20271e+06,1728
15008,M,30,working,tradeandmoto,not commuting,Ho,-563819,-1.20271e+06,1728
15009,F,54,working,health,not commuting,Ho,-563819,-1.20271e+06,1728
15010,F,29,working,health,not commuting,Ho,-565610,-1.20171e+06,1253
15011,M,30,at home,undef,not commuting,Ho,-565610,-1.20171e+06,1253
15012,M,1,at home,undef,not commuting,Ho,-565610,-1.20171e+06,1253
15013,F,53,working,publicsector,not commuting,Ho,-563661,-1.20221e+06,1674
15014,F,20,at home,undef,not commuting,Ho,-563661,-1.20221e+06,1674
15015,M,9,student,undef,not commuting,Ho,-563661,-1.20221e+06,1674
15016,M,50,working,construction,not commuting,Ho,-563661,-1.20221e+06,1674
15017,F,31,at home,undef,not commuting,Ho,-563681,-1.20225e+06,1675
15018,M,6,student,undef,not commuting,Ho,-563681,-1.20225e+06,1675
15019,M,57,working,eatinghousing,not commuting,Ho,-563681,-1.20225e+06,1675
15020,F,50,at home,undef,not commuting,Ho,-563681,-1.20225e+06,1675
15021,F,27,working,industry,not commuting,Ho,-563681,-1.20225e+06,1675
15022,M,3,at home,undef,not commuting,Ho,-563681,-1.20225e+06,1675
15023,M,30,at home,undef,not commuting,Ho,-563681,-1.20225e+06,1675
15024,M,71,retired,undef,not commuting,Ho,-565111,-1.20165e+06,1897
15025,M,54,working,it,not commuting,Ho,-563708,-1.20295e+06,1753
15026,F,55,retired,undef,not commuting,Ho,-563708,-1.20295e+06,1753
15027,M,22,at home,undef,not commuting,Ho,-563613,-1.2018e+06,1555
15028,F,50,working,banks,not commuting,Ho,-563613,-1.2018e+06,1555
15029,M,18,student,undef,30 to 45 mins,Ho,-563613,-1.2018e+06,1555
15030,F,56,retired,undef,not commuting,Ho,-563521,-1.20176e+06,1556
15031,M,23,student,undef,30 to 45 mins,Ho,-563521,-1.20176e+06,1556
15032,F,28,working,adminetc,not commuting,Ho,-563521,-1.20176e+06,1556
15033,M,76,retired,undef,not commuting,Ho,-564636,-1.20262e+06,1553
15034,F,74,retired,undef,not commuting,Ho,-564636,-1.20262e+06,1553
15035,F,70,retired,undef,not commuting,Ho,-565647,-1.20251e+06,1440
15036,M,71,retired,undef,not commuting,Ho,-565647,-1.20251e+06,1440
15037,F,77,retired,undef,not commuting,Ho,-564694,-1.20174e+06,1905
15038,M,48,working,industry,not commuting,Ho,-563751,-1.20307e+06,1755
15039,M,24,student,undef,not commuting,Ho,-563751,-1.20307e+06,1755
15040,F,49,at home,undef,not commuting,Ho,-563751,-1.20307e+06,1755
15041,M,32,at home,undef,not commuting,Ho,-564738,-1.20164e+06,168
15042,F,24,student,undef,not commuting,Ho,-564738,-1.20164e+06,168
15043,F,46,working,eatinghousing,not commuting,Ho,-564698,-1.20182e+06,948
15044,M,20,working,education,not commuting,Ho,-564698,-1.20182e+06,948
15045,M,48,at home,undef,not commuting,Ho,-564698,-1.20182e+06,948
15046,M,13,student,undef,not commuting,Ho,-564698,-1.20182e+06,948
15047,F,0,at home,undef,not commuting,Ho,-562625,-1.20154e+06,1883
15048,M,52,working,tradeandmoto,not commuting,Ho,-562625,-1.20154e+06,1883
15049,F,35,at home,undef,not commuting,Ho,-562625,-1.20154e+06,1883
15050,F,52,working,it,not commuting,Ho,-564738,-1.20164e+06,168
15051,M,46,at home,undef,not commuting,Ho,-564738,-1.20164e+06,168
15052,M,20,working,industry,not commuting,Ho,-564738,-1.20164e+06,168
15053,F,33,at home,undef,not commuting,Ho,-563767,-1.20298e+06,1757
15054,M,34,working,industry,not commuting,Ho,-563767,-1.20298e+06,1757
15055,F,16,student,undef,not commuting,Ho,-565344,-1.20178e+06,1325
15056,F,27,working,tradeandmoto,15 to 30 min,Ho,-565344,-1.20178e+06,1325
15057,F,53,working,adminetc,not commuting,Ho,-565344,-1.20178e+06,1325
15058,M,60,retired,undef,not commuting,Ho,-565344,-1.20178e+06,1325
15059,F,4,at home,undef,not commuting,Ho,-563069,-1.20176e+06,110
15060,M,7,student,undef,not commuting,Ho,-563069,-1.20176e+06,110
15061,F,38,working,publicsector,not commuting,Ho,-563069,-1.20176e+06,110
15062,F,35,working,industry,not commuting,Ho,-563342,-1.20194e+06,1461
15063,M,37,working,industry,not commuting,Ho,-563342,-1.20194e+06,1461
15064,F,9,student,undef,not commuting,Ho,-563342,-1.20194e+06,1461
15065,F,36,working,adminetc,15 to 30 min,Ho,-564558,-1.2016e+06,2036
15066,F,51,working,adminetc,not commuting,Ho,-562994,-1.20171e+06,1471
15067,M,54,working,industry,not commuting,Ho,-562994,-1.20171e+06,1471
15068,M,36,working,tradeandmoto,not commuting,Ho,-562994,-1.20171e+06,1471
15069,F,31,at home,undef,not commuting,Ho,-562994,-1.20171e+06,1471
15070,F,1,at home,undef,not commuting,Ho,-563513,-1.20181e+06,2006
15071,F,4,at home,undef,not commuting,Ho,-563513,-1.20181e+06,2006
15072,M,36,at home,undef,not commuting,Ho,-563513,-1.20181e+06,2006
15073,F,30,working,banks,not commuting,Ho,-563513,-1.20181e+06,2006
15074,M,22,student,undef,not commuting,Ho,-563841,-1.20291e+06,1779
15075,F,46,working,transportation,not commuting,Ho,-563841,-1.20291e+06,1779
15076,M,48,at home,undef,not commuting,Ho,-563841,-1.20291e+06,1779
15077,F,32,working,publicsector,not commuting,Ho,-564775,-1.20272e+06,151
15078,F,3,at home,undef,not commuting,Ho,-564775,-1.20272e+06,151
15079,M,33,working,transportation,not commuting,Ho,-564775,-1.20272e+06,151
15080,F,5,at home,undef,not commuting,Ho,-564775,-1.20272e+06,151
15081,F,66,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
15082,F,87,retired,undef,not commuting,Ho,-565823,-1.20216e+06,1721
15083,M,26,at home,undef,not commuting,Ho,-564405,-1.20177e+06,1267
15084,F,23,working,tradeandmoto,not commuting,Ho,-564405,-1.20177e+06,1267
15085,F,47,at home,undef,not commuting,Ho,-564405,-1.20177e+06,1267
15086,F,18,student,undef,15 to 30 min,Ho,-564405,-1.20177e+06,1267
15087,M,52,working,adminetc,not commuting,Ho,-564405,-1.20177e+06,1267
15088,F,63,retired,undef,not commuting,Ho,-564420,-1.20171e+06,1366
15089,M,62,working,health,not commuting,Ho,-564420,-1.20171e+06,1366
15090,M,43,working,construction,not commuting,Ho,-565571,-1.20222e+06,1628
15091,M,66,retired,undef,not commuting,Ho,-564111,-1.20198e+06,886
15092,F,58,working,industry,not commuting,Ho,-564111,-1.20198e+06,886
15093,M,29,at home,undef,not commuting,Ho,-565701,-1.20226e+06,1718
15094,F,36,working,publicsector,not commuting,Ho,-565835,-1.20176e+06,1650
15095,M,45,working,tradeandmoto,not commuting,Ho,-565835,-1.20176e+06,1650
15096,M,6,student,undef,not commuting,Ho,-565835,-1.20176e+06,1650
15097,F,68,retired,undef,not commuting,Ho,-562956,-1.20166e+06,1481
15098,M,58,working,publicsector,not commuting,Ho,-564636,-1.20262e+06,1553
15099,F,25,working,health,not commuting,Ho,-564636,-1.20262e+06,1553
15100,F,21,student,undef,not commuting,Ho,-563414,-1.20148e+06,1564
15101,M,46,working,tradeandmoto,not commuting,Ho,-563414,-1.20148e+06,1564
15102,F,42,at home,undef,not commuting,Ho,-563414,-1.20148e+06,1564
15103,M,20,working,industry,not commuting,Ho,-563414,-1.20148e+06,1564
15104,M,47,working,industry,not commuting,Ho,-565662,-1.20207e+06,1324
15105,F,64,retired,undef,not commuting,Ho,-563901,-1.20264e+06,1772
15106,F,43,working,industry,15 to 30 min,Ho,-563901,-1.20264e+06,1772
15107,M,52,working,construction,not commuting,Ho,-563915,-1.2027e+06,1773
15108,F,56,retired,undef,not commuting,Ho,-563915,-1.2027e+06,1773
15109,M,39,working,industry,not commuting,Ho,-563614,-1.20255e+06,1685
15110,F,38,working,tradeandmoto,not commuting,Ho,-563614,-1.20255e+06,1685
15111,M,57,working,tradeandmoto,not commuting,Ho,-563575,-1.20175e+06,1570
15112,F,56,retired,undef,not commuting,Ho,-565234,-1.20179e+06,1355
15113,M,19,student,undef,not commuting,Ho,-564664,-1.20191e+06,1080
15114,M,50,working,industry,not commuting,Ho,-564664,-1.20191e+06,1080
15115,F,53,working,transportation,not commuting,Ho,-564664,-1.20191e+06,1080
15116,F,11,student,undef,not commuting,Ho,-564664,-1.20191e+06,1080
15117,M,23,student,undef,not commuting,Ho,-564664,-1.20191e+06,1080
15118,M,15,student,undef,15 to 30 min,Ho,-564122,-1.20253e+06,61
15119,F,51,working,transportation,not commuting,Ho,-564122,-1.20253e+06,61
15120,F,59,retired,undef,not commuting,Ho,-565407,-1.20208e+06,1633
15121,M,63,working,industry,not commuting,Ho,-564109,-1.20301e+06,270
15122,F,64,retired,undef,not commuting,Ho,-564109,-1.20301e+06,270
15123,M,11,student,undef,not commuting,Ho,-564109,-1.20301e+06,270
15124,F,38,working,industry,not commuting,Ho,-564109,-1.20301e+06,270
15125,M,22,student,undef,not commuting,Ho,-564109,-1.20301e+06,270
15126,M,26,working,construction,not commuting,Ho,-564534,-1.20214e+06,866
15127,M,23,student,undef,not commuting,Ho,-564534,-1.20214e+06,866
15128,M,10,student,undef,not commuting,Ho,-564694,-1.20265e+06,1643
15129,F,32,working,it,not commuting,Ho,-564694,-1.20265e+06,1643
15130,F,65,retired,undef,not commuting,Ho,-563661,-1.20221e+06,1674
15131,M,21,student,undef,not commuting,Ho,-565799,-1.2023e+06,1617
15132,M,17,student,undef,not commuting,Ho,-565799,-1.2023e+06,1617
15133,M,35,at home,undef,not commuting,Ho,-565799,-1.2023e+06,1617
15134,F,41,working,construction,not commuting,Ho,-565799,-1.2023e+06,1617
15135,M,5,at home,undef,not commuting,Ho,-565799,-1.2023e+06,1617
15136,M,1,at home,undef,not commuting,Ho,-564410,-1.20224e+06,374
15137,M,31,working,industry,not commuting,Ho,-564410,-1.20224e+06,374
15138,F,30,working,industry,not commuting,Ho,-564410,-1.20224e+06,374
15139,M,42,working,agriculture,not commuting,Ho,-563696,-1.20232e+06,1676
15140,F,13,student,undef,not commuting,Ho,-563696,-1.20232e+06,1676
15141,M,17,student,undef,more than 90 mins,Ho,-563696,-1.20232e+06,1676
15142,F,41,working,industry,not commuting,Ho,-563696,-1.20232e+06,1676
15143,M,28,working,industry,not commuting,Ho,-563709,-1.20268e+06,1724
15144,F,56,retired,undef,not commuting,Ho,-563709,-1.20268e+06,1724
15145,F,29,at home,undef,not commuting,Ho,-563709,-1.20268e+06,1724
15146,F,8,student,undef,not commuting,Ho,-563709,-1.20268e+06,1724
15147,M,59,retired,undef,not commuting,Ho,-563709,-1.20268e+06,1724
15148,F,37,at home,undef,not commuting,Ho,-563709,-1.20268e+06,1724
15149,M,48,working,tradeandmoto,not commuting,Ho,-563796,-1.20251e+06,1890
15150,F,48,working,industry,not commuting,Ho,-563796,-1.20251e+06,1890
15151,F,50,at home,undef,not commuting,Ho,-563653,-1.2025e+06,1682
15152,F,59,retired,undef,not commuting,Ho,-563800,-1.20197e+06,1305
15153,M,69,working,eatinghousing,not commuting,Ho,-563800,-1.20197e+06,1305
15154,M,22,working,education,not commuting,Ho,-564406,-1.20124e+06,2119
15155,M,31,working,adminetc,not commuting,Ho,-564636,-1.20262e+06,1553
15156,F,64,retired,undef,not commuting,Ho,-564636,-1.20262e+06,1553
15157,M,62,working,industry,not commuting,Ho,-564636,-1.20262e+06,1553
15158,M,38,working,education,not commuting,Ho,-564636,-1.20262e+06,1553
15159,F,74,retired,undef,not commuting,Ho,-563703,-1.20277e+06,1731
15160,M,80,retired,undef,not commuting,Ho,-563703,-1.20277e+06,1731
15161,F,21,student,undef,not commuting,Ho,-563336,-1.20152e+06,1563
15162,M,45,working,transportation,not commuting,Ho,-564584,-1.20153e+06,2012
15163,F,21,student,undef,not commuting,Ho,-564584,-1.20153e+06,2012
15164,F,40,working,industry,not commuting,Ho,-564584,-1.20153e+06,2012
15165,M,62,retired,undef,not commuting,Ho,-563700,-1.20264e+06,1723
15166,F,61,retired,undef,not commuting,Ho,-563700,-1.20264e+06,1723
15167,F,51,working,industry,not commuting,Ho,-563425,-1.20167e+06,1559
15168,M,52,at home,undef,not commuting,Ho,-563425,-1.20167e+06,1559
15169,F,65,retired,undef,not commuting,Ho,-563773,-1.20301e+06,1756
15170,M,73,retired,undef,not commuting,Ho,-563773,-1.20301e+06,1756
15171,F,81,retired,undef,not commuting,Ho,-565571,-1.20222e+06,1628
15172,F,38,at home,undef,not commuting,Ho,-564534,-1.20214e+06,866
15173,M,42,working,industry,less than 15min,Ho,-564534,-1.20214e+06,866
15174,F,13,student,undef,not commuting,Ho,-564534,-1.20214e+06,866
15175,M,16,student,undef,not commuting,Ho,-564534,-1.20214e+06,866
15176,F,59,retired,undef,not commuting,Ho,-563613,-1.2018e+06,1555
15177,M,57,working,construction,not commuting,Ho,-563613,-1.2018e+06,1555
15178,F,25,working,industry,not commuting,Ho,-564867,-1.20168e+06,1386
15179,M,14,student,undef,not commuting,Ho,-564015,-1.20334e+06,2149
15180,M,16,student,undef,not commuting,Ho,-564015,-1.20334e+06,2149
15181,F,38,working,industry,not commuting,Ho,-564015,-1.20334e+06,2149
15182,M,46,at home,undef,not commuting,Ho,-564015,-1.20334e+06,2149
15183,M,61,working,adminetc,15 to 30 min,Ho,-563827,-1.20261e+06,1792
15184,F,60,working,industry,not commuting,Ho,-563827,-1.20261e+06,1792
15185,F,23,student,undef,not commuting,Ho,-564247,-1.2024e+06,264
15186,F,47,working,transportation,not commuting,Ho,-564247,-1.2024e+06,264
15187,M,47,working,industry,not commuting,Ho,-564247,-1.2024e+06,264
15188,M,54,at home,undef,not commuting,Ho,-563614,-1.20255e+06,1685
15189,F,30,working,industry,not commuting,Ho,-562607,-1.20066e+06,1456
15190,M,34,working,education,15 to 30 min,Ho,-562607,-1.20066e+06,1456
15191,F,72,retired,undef,not commuting,Ho,-563433,-1.20161e+06,1560
15192,M,57,working,education,not commuting,Ho,-564476,-1.2013e+06,2019
15193,F,54,working,eatinghousing,not commuting,Ho,-564476,-1.2013e+06,2019
15194,F,26,working,industry,not commuting,Ho,-564476,-1.2013e+06,2019
15195,M,27,working,tradeandmoto,not commuting,Ho,-564867,-1.20168e+06,1386
15196,M,21,student,undef,not commuting,Ho,-564867,-1.20168e+06,1386
15197,F,19,student,undef,15 to 30 min,Ho,-564867,-1.20168e+06,1386
15198,F,66,retired,undef,not commuting,Ho,-564966,-1.20188e+06,1392
15199,M,33,working,adminetc,not commuting,Ho,-564966,-1.20188e+06,1392
15200,F,28,working,adminetc,not commuting,Ho,-563773,-1.20301e+06,1756
15201,F,82,retired,undef,not commuting,Ho,-563938,-1.20204e+06,1100
15202,F,30,at home,undef,not commuting,Ho,-564989,-1.20166e+06,1376
15203,F,41,working,industry,not commuting,Ho,-563679,-1.20256e+06,1683
15204,F,60,working,construction,not commuting,Ho,-563679,-1.20256e+06,1683
15205,M,67,retired,undef,not commuting,Ho,-565790,-1.20225e+06,1494
15206,F,51,at home,undef,not commuting,Ho,-565790,-1.20225e+06,1494
15207,M,50,working,it,not commuting,Ho,-564575,-1.20295e+06,169
15208,M,41,working,eatinghousing,not commuting,Ho,-563696,-1.20232e+06,1676
15209,F,29,working,industry,not commuting,Ho,-563383,-1.20153e+06,1562
15210,F,59,retired,undef,not commuting,Ho,-563689,-1.20261e+06,1684
15211,M,61,retired,undef,not commuting,Ho,-563689,-1.20261e+06,1684
15212,M,59,retired,undef,not commuting,Ho,-563720,-1.20166e+06,1568
15213,F,51,working,industry,not commuting,Ho,-563720,-1.20166e+06,1568
15214,M,20,at home,undef,not commuting,Ho,-563720,-1.20166e+06,1568
15215,M,64,retired,undef,not commuting,Ho,-564511,-1.20229e+06,1891
15216,F,64,retired,undef,not commuting,Ho,-564511,-1.20229e+06,1891
15217,F,54,working,education,not commuting,Ho,-564702,-1.20223e+06,1084
15218,M,20,student,undef,60 to 90 mins,Ho,-563659,-1.20235e+06,1678
15219,F,42,working,adminetc,not commuting,Ho,-563659,-1.20235e+06,1678
15220,M,22,at home,undef,not commuting,Ho,-563659,-1.20235e+06,1678
15221,F,24,student,undef,not commuting,Ho,-564791,-1.20187e+06,1394
