id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
37532,M,41,working,education,not commuting,Lu,-568920,-1.20385e+06,14070
14764,M,37,working,adminetc,not commuting,Ho,-563590,-1.20351e+06,10307
36739,F,43,working,adminetc,less than 15min,Lu,-568845,-1.20388e+06,13510
26323,M,57,working,industry,not commuting,Ce,-577660,-1.19605e+06,11230
51626,F,35,working,industry,not commuting,Ro,-560224,-1.19985e+06,16739
9693,F,20,working,industry,not commuting,Ho,-564016,-1.20324e+06,10684
24827,F,44,working,eatinghousing,not commuting,Ce,-577400,-1.19459e+06,10970
50955,F,61,retired,undef,not commuting,Ro,-560012,-1.20058e+06,17220
12298,F,59,retired,undef,not commuting,Ho,-564531,-1.20237e+06,164
20853,F,31,working,adminetc,not commuting,Ho,-563383,-1.20153e+06,6032
19928,M,49,at home,undef,not commuting,Ho,-565292,-1.20177e+06,2862
13861,M,63,retired,undef,not commuting,Ho,-565586,-1.20189e+06,3350
6025,F,83,retired,undef,not commuting,Ho,-565663,-1.20218e+06,4806
12155,M,53,working,health,not commuting,Ho,-563885,-1.20292e+06,9457
1030,M,43,working,construction,not commuting,Ho,-563813,-1.20184e+06,3328
49222,F,13,student,undef,not commuting,Ra,-560329,-1.19586e+06,16261
49480,F,3,at home,undef,not commuting,Ra,-560367,-1.19491e+06,16030
14885,F,55,working,transportation,60 to 90 mins,Ho,-564000,-1.20185e+06,1061
8900,M,42,working,industry,not commuting,Ho,-564447,-1.203e+06,8936
27467,F,33,at home,undef,not commuting,DB,-571468,-1.20129e+06,11484
12963,F,69,retired,undef,not commuting,Ho,-564151,-1.20283e+06,1375
53397,M,44,at home,undef,not commuting,Ro,-560670,-1.19998e+06,16932
36093,F,54,working,transportation,not commuting,Jo,-572961,-1.20308e+06,13361
10710,F,21,student,undef,not commuting,Ho,-564913,-1.20156e+06,3851
50478,M,36,working,health,less than 15min,Ro,-560559,-1.20016e+06,17354
27141,M,48,working,industry,not commuting,DB,-571530,-1.2008e+06,11626
21942,F,47,working,education,not commuting,Ho,-563614,-1.20255e+06,8043
33883,M,44,working,industry,not commuting,Du,-565134,-1.19468e+06,11877
13590,F,60,retired,undef,not commuting,Ho,-563902,-1.20305e+06,4771
5705,F,36,working,adminetc,not commuting,Ho,-563901,-1.20264e+06,9607
7550,F,49,working,construction,15 to 30 min,Ho,-563703,-1.20277e+06,8652
8082,F,17,working,tradeandmoto,not commuting,Ho,-563816,-1.20192e+06,2100
31236,F,34,working,industry,not commuting,Du,-565849,-1.19573e+06,12944
6561,F,12,student,undef,not commuting,Ho,-563121,-1.20186e+06,1646
30555,M,72,retired,undef,not commuting,Du,-565852,-1.1953e+06,11779
17263,F,19,working,health,not commuting,Ho,-563720,-1.20166e+06,6459
36367,M,12,student,undef,not commuting,Lu,-568719,-1.20383e+06,13445
53939,F,9,student,undef,not commuting,SP,-574475,-1.19899e+06,17507
25954,F,65,retired,undef,not commuting,Ce,-577265,-1.19609e+06,11032
13408,F,35,at home,undef,not commuting,Ho,-563705,-1.20199e+06,6620
18413,M,16,student,undef,45 to 60 mins,Ho,-564673,-1.20135e+06,8127
55599,F,63,retired,undef,not commuting,Su,-555176,-1.20148e+06,17676
8090,F,43,working,education,not commuting,Ho,-565511,-1.20214e+06,6875
11429,F,22,student,undef,not commuting,Ho,-563613,-1.2018e+06,5564
8806,M,47,working,industry,not commuting,Ho,-563943,-1.20262e+06,9799
37235,F,59,working,education,less than 15min,Lu,-567794,-1.20332e+06,14177
1271,M,56,retired,undef,not commuting,Ho,-564087,-1.20223e+06,772
54111,M,20,working,construction,15 to 30 min,SP,-576022,-1.19939e+06,17529
49979,F,80,retired,undef,not commuting,Ra,-560407,-1.19589e+06,16586
43148,F,41,working,transportation,not commuting,Mu,-570658,-1.19584e+06,14916
7490,F,26,at home,undef,not commuting,Ho,-564299,-1.20321e+06,5269
44576,F,70,retired,undef,not commuting,Pr,-575983,-1.2039e+06,15836
40326,M,51,working,transportation,not commuting,Mi,-569754,-1.20533e+06,14675
45649,F,73,retired,undef,not commuting,Pr,-575753,-1.20376e+06,15651
8164,F,76,retired,undef,not commuting,Ho,-564991,-1.2018e+06,4059
54915,F,75,retired,undef,not commuting,Su,-554914,-1.20215e+06,17588
52785,M,55,working,tradeandmoto,not commuting,Ro,-559447,-1.20054e+06,16734
53620,F,27,at home,undef,not commuting,Ro,-560174,-1.20037e+06,16710
17095,F,1,at home,undef,not commuting,Ho,-565245,-1.20193e+06,2187
3397,F,83,retired,undef,not commuting,Ho,-563877,-1.20195e+06,919
45681,M,32,working,health,not commuting,Pr,-575570,-1.2034e+06,15687
18467,M,72,retired,undef,not commuting,Ho,-565465,-1.20207e+06,3422
33306,M,72,retired,undef,not commuting,Du,-565768,-1.19506e+06,12801
47750,M,42,working,banks,not commuting,Ra,-560296,-1.19499e+06,16267
49656,F,41,working,agriculture,not commuting,Ra,-560464,-1.19499e+06,16151
46029,M,49,at home,undef,not commuting,Pr,-575655,-1.20374e+06,15633
48524,M,34,at home,undef,not commuting,Ra,-561269,-1.19542e+06,16475
41797,M,60,retired,undef,not commuting,Mu,-570767,-1.19596e+06,14912
6450,F,59,retired,undef,not commuting,Ho,-565843,-1.20173e+06,7174
242,M,59,retired,undef,not commuting,Ho,-564111,-1.20225e+06,9922
5017,M,32,working,tradeandmoto,not commuting,Ho,-563712,-1.2029e+06,9109
40724,M,12,student,undef,not commuting,Mi,-570083,-1.20574e+06,14726
31264,F,28,working,industry,15 to 30 min,Du,-566564,-1.19486e+06,13193
45903,M,44,at home,undef,not commuting,Pr,-574774,-1.20394e+06,15532
36449,M,50,working,industry,not commuting,Lu,-568285,-1.2031e+06,14361
36276,M,15,student,undef,not commuting,Lu,-568807,-1.20437e+06,14130
18903,F,42,working,industry,not commuting,Ho,-563963,-1.20147e+06,10842
12021,F,39,working,publicsector,not commuting,Ho,-564791,-1.20187e+06,4377
15876,M,48,working,transportation,not commuting,Ho,-564317,-1.20314e+06,5224
48878,M,39,working,health,not commuting,Ra,-561207,-1.19605e+06,16489
16515,F,64,retired,undef,not commuting,Ho,-564317,-1.20314e+06,5197
3551,M,16,working,education,not commuting,Ho,-565799,-1.2023e+06,6741
49774,F,41,at home,undef,not commuting,Ra,-561207,-1.19605e+06,16482
55896,F,13,student,undef,not commuting,Su,-554973,-1.20218e+06,17602
25636,F,48,working,construction,not commuting,Ce,-578014,-1.19573e+06,11152
17956,M,33,at home,undef,not commuting,Ho,-563680,-1.20285e+06,8804
62,M,31,at home,undef,not commuting,Ho,-562092,-1.20165e+06,10223
35917,F,20,student,undef,not commuting,Jo,-573204,-1.20309e+06,13330
5786,M,62,working,tradeandmoto,not commuting,Ho,-564592,-1.20135e+06,10380
42972,M,18,working,adminetc,15 to 30 min,Mu,-570637,-1.19643e+06,15254
35765,M,45,working,tradeandmoto,not commuting,Jo,-573047,-1.20318e+06,13307
20979,F,52,working,industry,not commuting,Ho,-565414,-1.20156e+06,3104
32662,F,15,working,construction,30 to 45 mins,Du,-564937,-1.19477e+06,11868
6817,M,54,working,adminetc,not commuting,Ho,-563472,-1.20175e+06,5679
18917,F,3,at home,undef,not commuting,Ho,-563681,-1.20225e+06,7529
2685,M,69,retired,undef,not commuting,Ho,-563796,-1.20251e+06,10078
43677,F,77,retired,undef,not commuting,Mu,-571065,-1.19671e+06,15318
48962,F,41,working,transportation,less than 15min,Ra,-560714,-1.19544e+06,15945
11870,M,18,student,undef,not commuting,Ho,-563681,-1.20225e+06,7532
22576,M,28,working,industry,not commuting,Ho,-564463,-1.20215e+06,633
16499,M,51,at home,undef,not commuting,Ho,-563383,-1.20153e+06,6027
46650,F,79,retired,undef,not commuting,Ra,-560418,-1.1955e+06,16304
33654,F,33,at home,undef,not commuting,Du,-565799,-1.19513e+06,12797
38288,M,18,working,adminetc,not commuting,Lu,-568568,-1.20316e+06,13788
31729,M,42,at home,undef,not commuting,Du,-567657,-1.19463e+06,13103
16918,F,77,retired,undef,not commuting,Ho,-564636,-1.20262e+06,5398
31553,F,66,retired,undef,not commuting,Du,-566907,-1.19491e+06,12994
23930,M,25,working,tradeandmoto,not commuting,Ho,-563681,-1.20225e+06,7530
21984,F,53,working,health,not commuting,Ho,-563477,-1.20168e+06,5722
15822,M,71,retired,undef,not commuting,Ho,-563826,-1.20274e+06,8554
69,F,47,working,publicsector,not commuting,Ho,-564694,-1.20265e+06,6989
51663,M,25,working,tradeandmoto,not commuting,Ro,-560305,-1.20055e+06,16793
37396,M,32,working,adminetc,not commuting,Lu,-568741,-1.20347e+06,14220
12142,M,50,working,industry,not commuting,Ho,-564191,-1.20192e+06,1875
33401,F,77,retired,undef,not commuting,Du,-566847,-1.19529e+06,13066
32161,F,54,working,industry,not commuting,Du,-565715,-1.19501e+06,12911
6723,F,75,retired,undef,not commuting,Ho,-564055,-1.20251e+06,754
1421,M,55,retired,undef,not commuting,Ho,-564160,-1.20223e+06,842
16845,F,4,at home,undef,not commuting,Ho,-565688,-1.20215e+06,8998
24274,F,39,working,health,not commuting,Ho,-563985,-1.20324e+06,10427
48468,F,23,working,industry,not commuting,Ra,-561179,-1.19547e+06,16038
43842,F,18,student,undef,60 to 90 mins,Mu,-571337,-1.19674e+06,14876
4521,F,10,student,undef,not commuting,Ho,-563827,-1.20261e+06,9883
11439,F,72,retired,undef,not commuting,Ho,-564534,-1.20214e+06,1270
29157,M,44,working,industry,not commuting,DB,-571301,-1.20126e+06,11299
50542,F,61,retired,undef,not commuting,Ro,-557385,-1.19806e+06,17026
1372,F,69,retired,undef,not commuting,Ho,-563317,-1.20192e+06,4829
18184,F,58,retired,undef,not commuting,Ho,-563700,-1.20264e+06,8278
5343,M,67,retired,undef,not commuting,Ho,-564584,-1.20153e+06,10550
2963,F,68,retired,undef,not commuting,Ho,-563659,-1.20235e+06,7686
55976,F,1,at home,undef,not commuting,Su,-555061,-1.20235e+06,17596
990,M,1,at home,undef,not commuting,Ho,-563575,-1.20175e+06,6568
42982,M,12,student,undef,not commuting,Mu,-570572,-1.19615e+06,14919
4257,F,6,student,undef,not commuting,Ho,-564094,-1.20274e+06,2190
12705,F,3,at home,undef,not commuting,Ho,-564296,-1.20272e+06,582
51749,M,27,at home,undef,not commuting,Ro,-560428,-1.20081e+06,17163
55532,M,55,working,construction,not commuting,Su,-554646,-1.20164e+06,17723
2113,M,28,working,banks,not commuting,Ho,-564631,-1.20218e+06,1110
25737,M,59,working,eatinghousing,not commuting,Ce,-577227,-1.19535e+06,11254
48411,F,55,working,health,not commuting,Ra,-560281,-1.19489e+06,16137
4547,M,67,retired,undef,not commuting,Ho,-564111,-1.20198e+06,1317
6454,F,64,retired,undef,not commuting,Ho,-563336,-1.20152e+06,6108
6782,F,42,working,construction,not commuting,Ho,-563708,-1.20295e+06,9176
47780,M,15,student,undef,not commuting,Ra,-560748,-1.19521e+06,16383
55189,F,26,working,education,not commuting,Su,-555107,-1.20202e+06,17769
5730,M,28,working,education,not commuting,Ho,-563892,-1.20215e+06,9697
42978,M,32,working,tradeandmoto,not commuting,Mu,-571432,-1.19604e+06,15198
1273,F,24,student,undef,not commuting,Ho,-563613,-1.2018e+06,5555
48760,M,43,at home,undef,not commuting,Ra,-560906,-1.19568e+06,16262
19575,F,68,retired,undef,not commuting,Ho,-563741,-1.20305e+06,9244
31267,F,62,retired,undef,not commuting,Du,-565800,-1.19572e+06,12945
2531,F,77,retired,undef,not commuting,Ho,-564644,-1.20288e+06,208
8810,M,41,working,industry,not commuting,Ho,-565411,-1.20174e+06,2449
50877,M,37,working,industry,not commuting,Ro,-557975,-1.19937e+06,17192
12791,M,68,retired,undef,not commuting,Ho,-563866,-1.20181e+06,3324
9161,M,13,student,undef,not commuting,Ho,-564461,-1.20299e+06,8892
11993,F,22,student,undef,not commuting,Ho,-564585,-1.20187e+06,1234
40583,F,32,working,adminetc,15 to 30 min,Mi,-569746,-1.20567e+06,14700
24136,M,28,at home,undef,not commuting,Ho,-564916,-1.20123e+06,1889
34588,F,14,student,undef,not commuting,Du,-565362,-1.19477e+06,11835
8632,M,27,working,industry,not commuting,Ho,-564282,-1.2024e+06,1113
6944,F,25,working,industry,not commuting,Ho,-563826,-1.20274e+06,8576
23677,F,26,at home,undef,not commuting,Ho,-563696,-1.20232e+06,7571
44453,F,4,at home,undef,not commuting,NP,-575798,-1.1993e+06,15446
50237,F,20,working,education,not commuting,Ra,-560462,-1.19514e+06,16135
53230,M,10,student,undef,not commuting,Ro,-560087,-1.19998e+06,16806
55307,M,44,working,tradeandmoto,not commuting,Su,-554649,-1.20186e+06,17581
24130,F,22,at home,undef,not commuting,Ho,-564410,-1.20182e+06,2105
19462,F,63,retired,undef,not commuting,Ho,-565799,-1.2023e+06,6772
18576,M,35,working,education,not commuting,Ho,-565823,-1.20216e+06,8190
6121,F,29,working,adminetc,not commuting,Ho,-563703,-1.20277e+06,8669
47176,M,31,at home,undef,not commuting,Ra,-560330,-1.19489e+06,16114
1990,F,53,at home,undef,not commuting,Ho,-565295,-1.20155e+06,2698
5624,F,19,working,industry,not commuting,Ho,-563521,-1.20176e+06,5611
32820,M,61,retired,undef,not commuting,Du,-565799,-1.19553e+06,12785
30723,M,13,student,undef,not commuting,Du,-566269,-1.19513e+06,12305
19929,F,45,working,industry,not commuting,Ho,-563611,-1.2024e+06,7852
38073,M,49,working,adminetc,not commuting,Lu,-568322,-1.20341e+06,13669
26047,F,43,working,industry,60 to 90 mins,Ce,-577429,-1.19496e+06,10993
50087,F,76,retired,undef,not commuting,Ra,-560516,-1.19499e+06,15884
6846,F,28,working,transportation,not commuting,Ho,-564534,-1.20214e+06,1273
29262,F,0,at home,undef,not commuting,DB,-571572,-1.20064e+06,11619
24376,M,31,at home,undef,not commuting,Ce,-576778,-1.19569e+06,11205
34905,F,7,student,undef,not commuting,Du,-564694,-1.19462e+06,12063
1679,F,0,at home,undef,not commuting,Ho,-563750,-1.20172e+06,6639
46126,F,59,retired,undef,not commuting,Pr,-575601,-1.20377e+06,15615
6793,M,60,working,publicsector,not commuting,Ho,-565556,-1.20195e+06,3040
2900,F,4,at home,undef,not commuting,Ho,-564382,-1.20211e+06,782
19228,M,29,working,industry,not commuting,Ho,-563683,-1.20242e+06,7758
48458,M,44,working,transportation,not commuting,Ra,-560389,-1.19586e+06,16441
30144,F,29,working,industry,not commuting,Du,-566805,-1.19532e+06,13211
38030,M,57,working,industry,not commuting,Lu,-568540,-1.20339e+06,13471
55313,M,74,retired,undef,not commuting,Su,-554993,-1.20165e+06,17689
51896,F,51,working,construction,15 to 30 min,Ro,-560211,-1.19996e+06,16769
15020,F,50,at home,undef,not commuting,Ho,-563681,-1.20225e+06,7531
53581,F,21,student,undef,not commuting,Ro,-559265,-1.19922e+06,16909
25756,M,71,retired,undef,not commuting,Ce,-576986,-1.19538e+06,11039
33638,M,64,retired,undef,not commuting,Du,-565788,-1.19517e+06,12768
13480,F,29,at home,undef,not commuting,Ho,-564584,-1.20153e+06,10553
55164,M,44,working,education,not commuting,Su,-554561,-1.20156e+06,17730
48309,M,34,working,eatinghousing,not commuting,Ra,-560569,-1.19576e+06,16113
39959,F,65,retired,undef,not commuting,Mi,-569702,-1.20546e+06,14680
45133,F,28,at home,undef,not commuting,Pr,-575019,-1.20458e+06,15701
11418,M,40,at home,undef,not commuting,Ho,-563614,-1.20255e+06,8077
53684,F,80,retired,undef,not commuting,Ro,-560683,-1.2003e+06,16963
16607,M,41,working,agriculture,not commuting,Ho,-565519,-1.20194e+06,2250
42175,F,65,retired,undef,not commuting,Mu,-571669,-1.19665e+06,15164
13391,M,45,working,tradeandmoto,not commuting,Ho,-564410,-1.20182e+06,2137
46292,M,15,student,undef,not commuting,Pr,-575178,-1.20426e+06,15727
22978,M,41,working,industry,not commuting,Ho,-564294,-1.20181e+06,2042
48523,M,39,at home,undef,not commuting,Ra,-560771,-1.19536e+06,16118
49649,M,46,working,tradeandmoto,15 to 30 min,Ra,-560709,-1.19565e+06,16452
54390,F,63,retired,undef,not commuting,SP,-574544,-1.19882e+06,17430
28092,F,64,retired,undef,not commuting,DB,-571838,-1.20066e+06,11487
50094,F,10,student,undef,not commuting,Ra,-561207,-1.19605e+06,16485
23886,F,87,retired,undef,not commuting,Ho,-564917,-1.20184e+06,4178
55170,F,4,at home,undef,not commuting,Su,-555027,-1.20148e+06,17748
54806,M,25,working,construction,not commuting,SP,-574244,-1.1991e+06,17381
17660,M,35,working,industry,not commuting,Ho,-564558,-1.2016e+06,10624
37867,F,34,working,transportation,not commuting,Lu,-568263,-1.20326e+06,14343
5054,F,24,working,education,not commuting,Ho,-564173,-1.20307e+06,4605
49465,F,5,at home,undef,not commuting,Ra,-560947,-1.1954e+06,16264
41345,F,29,at home,undef,not commuting,Mu,-571368,-1.1964e+06,15189
47689,F,43,working,eatinghousing,not commuting,Ra,-560423,-1.19599e+06,16244
53088,F,20,at home,undef,not commuting,Ro,-560331,-1.2004e+06,16752
51466,M,56,working,industry,not commuting,Ro,-560000,-1.20022e+06,16612
15961,M,49,working,transportation,not commuting,Ho,-563915,-1.2027e+06,9683
9935,M,74,retired,undef,not commuting,Ho,-563613,-1.2018e+06,5496
35346,M,65,retired,undef,not commuting,Du,-565320,-1.19472e+06,13162
53380,M,33,working,tradeandmoto,not commuting,Ro,-558375,-1.19915e+06,17086
16952,F,80,retired,undef,not commuting,Ho,-564457,-1.2023e+06,7307
31104,M,39,working,industry,not commuting,Du,-566759,-1.19535e+06,13060
8160,M,55,working,tradeandmoto,60 to 90 mins,Ho,-564929,-1.2017e+06,4094
1597,F,3,at home,undef,not commuting,Ho,-563659,-1.20235e+06,7698
9682,F,62,retired,undef,not commuting,Ho,-564422,-1.2024e+06,7359
21406,M,78,retired,undef,not commuting,Ho,-565608,-1.20194e+06,2988
42502,M,10,student,undef,not commuting,Mu,-570624,-1.19622e+06,15069
51129,M,16,student,undef,15 to 30 min,Ro,-560085,-1.20015e+06,16808
37856,M,14,student,undef,not commuting,Lu,-567574,-1.20341e+06,14295
11441,M,63,retired,undef,not commuting,Ho,-563433,-1.20161e+06,5861
37414,M,33,working,health,less than 15min,Lu,-568673,-1.20361e+06,13493
25223,M,14,student,undef,not commuting,Ce,-577908,-1.19542e+06,11221
3447,F,85,retired,undef,not commuting,Ho,-564655,-1.20253e+06,1429
44805,F,66,retired,undef,not commuting,Pr,-575643,-1.20356e+06,15762
51539,M,63,retired,undef,not commuting,Ro,-557226,-1.19821e+06,16989
11283,M,68,retired,undef,not commuting,Ho,-563696,-1.20232e+06,7565
40701,F,66,retired,undef,not commuting,Mi,-571025,-1.20631e+06,14631
22102,M,73,retired,undef,not commuting,Ho,-563614,-1.20255e+06,8048
11863,F,12,student,undef,not commuting,Ho,-565463,-1.20203e+06,2212
4501,F,68,retired,undef,not commuting,Ho,-563938,-1.20204e+06,1835
19243,F,68,retired,undef,not commuting,Ho,-563425,-1.20167e+06,5814
30850,M,25,working,industry,not commuting,Du,-567044,-1.19471e+06,13137
8377,F,69,retired,undef,not commuting,Ho,-563864,-1.20215e+06,931
32645,F,85,retired,undef,not commuting,Du,-565973,-1.19524e+06,12679
36927,F,52,working,industry,not commuting,Lu,-568329,-1.20332e+06,13537
14746,F,49,at home,undef,not commuting,Ho,-563425,-1.20167e+06,5791
40818,M,53,working,publicsector,less than 15min,Mu,-570536,-1.1957e+06,14925
34858,M,35,working,tradeandmoto,less than 15min,Du,-566190,-1.19514e+06,12307
25747,M,49,working,industry,45 to 60 mins,Ce,-577615,-1.19612e+06,11266
49077,M,59,working,industry,not commuting,Ra,-561377,-1.19559e+06,16465
54007,F,24,at home,undef,not commuting,SP,-574348,-1.19903e+06,17461
46372,F,88,retired,undef,not commuting,Pr,-575205,-1.20465e+06,15665
19592,M,7,student,undef,not commuting,Ho,-564989,-1.20166e+06,3780
26478,F,74,retired,undef,not commuting,Ce,-577704,-1.19612e+06,11255
46665,F,9,student,undef,not commuting,Ra,-560569,-1.19576e+06,16112
5333,M,5,at home,undef,not commuting,Ho,-563709,-1.20268e+06,8334
298,M,4,at home,undef,not commuting,Ho,-565581,-1.20166e+06,2331
24656,M,29,working,education,not commuting,Ce,-577820,-1.19603e+06,11238
20336,F,25,at home,undef,not commuting,Ho,-564991,-1.2018e+06,4071
27577,F,37,at home,undef,not commuting,DB,-571432,-1.20112e+06,11429
19918,F,73,retired,undef,not commuting,Ho,-564668,-1.20198e+06,310
50368,F,17,working,industry,15 to 30 min,Ra,-561117,-1.1949e+06,16320
37918,M,58,working,adminetc,more than 90 mins,Lu,-568648,-1.20369e+06,14441
26092,F,83,retired,undef,not commuting,Ce,-577411,-1.19475e+06,11069
2859,M,26,working,tradeandmoto,not commuting,Ho,-564818,-1.20172e+06,4431
20258,F,61,retired,undef,not commuting,Ho,-563751,-1.20307e+06,9324
36462,F,16,working,tradeandmoto,not commuting,Lu,-568704,-1.20337e+06,14146
17919,M,57,working,industry,60 to 90 mins,Ho,-564204,-1.20295e+06,1810
39151,M,40,working,industry,not commuting,Mi,-570323,-1.20601e+06,14525
47813,M,7,student,undef,not commuting,Ra,-560990,-1.19562e+06,16032
26809,F,24,at home,undef,not commuting,DB,-571622,-1.20131e+06,11657
29924,M,34,working,eatinghousing,not commuting,Du,-564937,-1.19477e+06,11868
32078,M,55,retired,undef,not commuting,Du,-564909,-1.19436e+06,12169
49369,M,54,working,industry,not commuting,Ra,-561763,-1.19446e+06,16212
46608,F,32,working,industry,not commuting,Ra,-560395,-1.19485e+06,16145
6004,M,17,student,undef,not commuting,Ho,-563653,-1.2025e+06,7908
48451,M,68,retired,undef,not commuting,Ra,-560903,-1.19554e+06,16242
42239,F,25,at home,undef,not commuting,Mu,-571340,-1.19623e+06,15184
30891,M,55,retired,undef,not commuting,Du,-565973,-1.19524e+06,12636
25367,F,1,at home,undef,not commuting,Ce,-576993,-1.19543e+06,11046
29644,M,17,working,industry,not commuting,Du,-565884,-1.19574e+06,12953
22303,M,60,retired,undef,not commuting,Ho,-564003,-1.20224e+06,10000
5785,F,62,retired,undef,not commuting,Ho,-564592,-1.20135e+06,10380
27202,F,2,at home,undef,not commuting,DB,-571958,-1.20075e+06,11765
53723,F,36,working,industry,15 to 30 min,Ro,-558123,-1.19896e+06,17158
48781,F,59,working,health,30 to 45 mins,Ra,-560506,-1.1951e+06,16020
640,M,23,working,adminetc,not commuting,Ho,-565333,-1.20171e+06,2482
42798,M,3,at home,undef,not commuting,Mu,-570240,-1.19565e+06,15044
22171,F,84,retired,undef,not commuting,Ho,-564356,-1.20326e+06,9536
55358,F,33,at home,undef,not commuting,Su,-555275,-1.20191e+06,17616
46176,F,68,retired,undef,not commuting,Pr,-576001,-1.20371e+06,15545
50909,F,28,working,health,not commuting,Ro,-558302,-1.19921e+06,17128
15312,M,50,working,tradeandmoto,60 to 90 mins,Ho,-563901,-1.20264e+06,9602
30376,M,14,student,undef,not commuting,Du,-565973,-1.19524e+06,12646
43788,M,45,working,industry,not commuting,Mu,-570581,-1.19556e+06,15049
35856,F,48,at home,undef,not commuting,Jo,-573185,-1.20311e+06,13368
51320,M,26,at home,undef,not commuting,Ro,-558247,-1.19898e+06,16872
54757,F,86,retired,undef,not commuting,SP,-574069,-1.19917e+06,17401
51888,M,35,working,construction,not commuting,Ro,-560447,-1.2005e+06,16854
517,M,43,working,industry,not commuting,Ho,-563811,-1.20256e+06,9711
6309,M,17,student,undef,not commuting,Ho,-563513,-1.20181e+06,10491
4979,M,35,working,adminetc,not commuting,Ho,-563477,-1.20168e+06,5758
31768,M,71,retired,undef,not commuting,Du,-565707,-1.19564e+06,12042
6342,M,52,working,eatinghousing,not commuting,Ho,-565663,-1.20218e+06,4797
34601,M,25,working,publicsector,not commuting,Du,-566990,-1.19514e+06,12985
32328,F,57,retired,undef,not commuting,Du,-565050,-1.19463e+06,11853
41930,M,27,working,agriculture,30 to 45 mins,Mu,-571263,-1.19645e+06,14958
14508,M,80,retired,undef,not commuting,Ho,-563661,-1.20221e+06,7450
35089,F,55,retired,undef,not commuting,Du,-565535,-1.19527e+06,13169
55728,F,61,retired,undef,not commuting,Su,-554932,-1.2017e+06,17694
32697,F,16,student,undef,not commuting,Du,-566350,-1.19516e+06,12440
12110,F,22,at home,undef,not commuting,Ho,-564877,-1.20134e+06,1924
32857,M,71,retired,undef,not commuting,Du,-566359,-1.19399e+06,12010
39426,M,27,working,tradeandmoto,not commuting,Mi,-570121,-1.20589e+06,14614
3346,M,39,working,it,not commuting,Ho,-564015,-1.20341e+06,769
8964,M,2,at home,undef,not commuting,Ho,-564148,-1.20205e+06,2371
11354,M,17,working,tradeandmoto,not commuting,Ho,-564461,-1.20299e+06,8894
35870,F,20,student,undef,less than 15min,Jo,-573316,-1.20324e+06,13387
10883,F,31,working,publicsector,15 to 30 min,Ho,-564818,-1.20172e+06,4410
3738,M,52,at home,undef,not commuting,Ho,-564976,-1.20105e+06,6674
44854,M,28,at home,undef,not commuting,Pr,-576031,-1.20354e+06,15758
47856,F,39,working,industry,not commuting,Ra,-560852,-1.195e+06,16532
54748,F,19,student,undef,less than 15min,SP,-574520,-1.19854e+06,17433
31984,M,50,working,industry,not commuting,Du,-565524,-1.19587e+06,12104
3700,M,45,working,education,not commuting,Ho,-563378,-1.20159e+06,5964
54018,M,64,retired,undef,not commuting,SP,-574166,-1.19918e+06,17376
10756,M,63,retired,undef,not commuting,Ho,-563696,-1.20232e+06,7552
49000,F,56,working,industry,15 to 30 min,Ra,-561226,-1.19575e+06,16119
4399,F,35,at home,undef,not commuting,Ho,-564867,-1.20168e+06,3993
51355,M,48,working,tradeandmoto,not commuting,Ro,-559930,-1.19993e+06,17171
10393,M,70,retired,undef,not commuting,Ho,-563712,-1.2029e+06,9099
31679,M,31,working,industry,not commuting,Du,-566350,-1.19516e+06,12441
7104,M,74,retired,undef,not commuting,Ho,-564628,-1.20269e+06,7088
23734,M,16,student,undef,not commuting,Ho,-564632,-1.20289e+06,10704
54919,M,2,at home,undef,not commuting,Su,-554598,-1.2018e+06,17580
8119,M,34,working,construction,not commuting,Ho,-565527,-1.20179e+06,2367
17332,F,77,retired,undef,not commuting,Ho,-563773,-1.20273e+06,8445
14404,F,43,working,banks,not commuting,Ho,-564268,-1.20254e+06,466
31288,M,2,at home,undef,not commuting,Du,-566554,-1.19519e+06,13179
48426,M,69,retired,undef,not commuting,Ra,-561045,-1.1956e+06,16377
48445,M,14,student,undef,not commuting,Ra,-561036,-1.19524e+06,15928
27826,F,87,retired,undef,not commuting,DB,-571347,-1.20159e+06,11334
32241,F,27,at home,undef,not commuting,Du,-564938,-1.19444e+06,12006
50076,M,19,working,eatinghousing,not commuting,Ra,-560449,-1.19469e+06,16520
53797,F,50,working,adminetc,not commuting,Ro,-559818,-1.20018e+06,16657
48234,F,40,working,industry,not commuting,Ra,-561161,-1.1951e+06,15925
36189,M,13,student,undef,not commuting,Lu,-567986,-1.20335e+06,13956
5189,M,21,working,publicsector,not commuting,Ho,-565586,-1.20189e+06,3330
39228,F,999,retired,undef,not commuting,Mi,-570139,-1.20591e+06,14617
24732,M,52,at home,undef,not commuting,Ce,-577513,-1.1959e+06,10915
11563,M,24,at home,undef,not commuting,Ho,-563796,-1.20251e+06,10086
27590,M,55,working,industry,not commuting,DB,-571623,-1.20053e+06,11746
51923,M,44,working,tradeandmoto,not commuting,Ro,-560049,-1.2001e+06,17210
56041,M,53,working,adminetc,15 to 30 min,Su,-554857,-1.20182e+06,17625
55046,M,51,working,industry,not commuting,Su,-555125,-1.2017e+06,17777
30255,F,67,retired,undef,not commuting,Du,-566190,-1.19514e+06,12316
38285,F,20,student,undef,less than 15min,Lu,-568568,-1.20316e+06,13788
48530,M,56,working,industry,not commuting,Ra,-560705,-1.19576e+06,16092
