layer,sublayer,vertex1,vertex2, probability, intensity
6,18432,49409,49490,0.4,0.122391
6,18432,49280,47813,0.4,0.122391
6,18432,49280,46781,0.4,0.122391
6,18432,47813,46781,0.4,0.122391
6,18432,49699,46610,0.352941,0.122391
6,18432,49699,49459,0.352941,0.122391
6,18432,49699,48857,0.352941,0.122391
6,18432,46610,49459,0.352941,0.122391
6,18432,46610,48857,0.352941,0.122391
6,18432,49459,48857,0.352941,0.122391
6,18432,46956,48637,0.352941,0.122391
6,18432,47171,48177,0.375,0.122391
6,18432,50241,47430,0.375,0.122391
6,18432,50241,47252,0.375,0.122391
6,18432,50241,49211,0.375,0.122391
6,18432,47430,47252,0.375,0.122391
6,18432,47430,49211,0.375,0.122391
6,18432,47252,49211,0.375,0.122391
6,18432,48877,50222,0.352941,0.122391
6,18432,48877,47440,0.352941,0.122391
6,18432,48877,48631,0.352941,0.122391
6,18432,50222,47440,0.352941,0.122391
6,18432,50222,48631,0.352941,0.122391
6,18432,47440,48631,0.352941,0.122391
6,18432,49309,48906,0.4,0.122391
6,18432,49309,50094,0.4,0.122391
6,18432,49309,46679,0.4,0.122391
6,18432,48906,50094,0.4,0.122391
6,18432,48906,46679,0.4,0.122391
6,18432,50094,46679,0.4,0.122391
6,18440,34279,32055,0.333333,0.122391
6,18440,34279,35076,0.333333,0.122391
6,18440,34279,35599,0.333333,0.122391
6,18440,34279,32704,0.333333,0.122391
6,18440,32055,35076,0.333333,0.122391
6,18440,32055,35599,0.333333,0.122391
6,18440,32055,32704,0.333333,0.122391
6,18440,35076,35599,0.333333,0.122391
6,18440,35076,32704,0.333333,0.122391
6,18440,35599,32704,0.333333,0.122391
6,18440,32450,31388,0.333333,0.122391
6,18440,34541,29855,0.375,0.122391
6,18440,34541,31833,0.375,0.122391
6,18440,34541,32230,0.375,0.122391
6,18440,29855,31833,0.375,0.122391
6,18440,29855,32230,0.375,0.122391
6,18440,31833,32230,0.375,0.122391
6,18440,30503,32256,0.333333,0.122391
6,18440,30503,34026,0.333333,0.122391
6,18440,32256,34026,0.333333,0.122391
6,18440,35172,30610,0.333333,0.122391
6,18440,35172,31804,0.333333,0.122391
6,18440,35172,30986,0.333333,0.122391
6,18440,35172,30570,0.333333,0.122391
6,18440,30610,31804,0.333333,0.122391
6,18440,30610,30986,0.333333,0.122391
6,18440,30610,30570,0.333333,0.122391
6,18440,31804,30986,0.333333,0.122391
6,18440,31804,30570,0.333333,0.122391
6,18440,30986,30570,0.333333,0.122391
6,18440,34905,32195,0.4,0.122391
6,18440,34286,31933,0.3,0.122391
6,18440,34286,35173,0.3,0.122391
6,18440,31933,35173,0.3,0.122391
6,18440,33792,30157,0.3,0.122391
6,18440,33792,32092,0.3,0.122391
6,18440,33792,31730,0.3,0.122391
6,18440,30157,32092,0.3,0.122391
6,18440,30157,31730,0.3,0.122391
6,18440,32092,31730,0.3,0.122391
6,18440,30778,32779,0.352941,0.122391
6,18440,30778,33679,0.352941,0.122391
6,18440,30778,32315,0.352941,0.122391
6,18440,32779,33679,0.352941,0.122391
6,18440,32779,32315,0.352941,0.122391
6,18440,33679,32315,0.352941,0.122391
6,18440,31518,34520,0.375,0.122391
6,18440,31518,31492,0.375,0.122391
6,18440,31518,33521,0.375,0.122391
6,18440,31518,35358,0.375,0.122391
6,18440,34520,31492,0.375,0.122391
6,18440,34520,33521,0.375,0.122391
6,18440,34520,35358,0.375,0.122391
6,18440,31492,33521,0.375,0.122391
6,18440,31492,35358,0.375,0.122391
6,18440,33521,35358,0.375,0.122391
6,18440,30587,34115,0.375,0.122391
6,18440,30587,31484,0.375,0.122391
6,18440,30587,34350,0.375,0.122391
6,18440,34115,31484,0.375,0.122391
6,18440,34115,34350,0.375,0.122391
6,18440,31484,34350,0.375,0.122391
6,18440,30231,30393,0.4,0.122391
6,18440,30231,32661,0.4,0.122391
6,18440,30393,32661,0.4,0.122391
6,18440,32562,31358,0.352941,0.122391
6,18440,32562,31590,0.352941,0.122391
6,18440,31358,31590,0.352941,0.122391
6,18440,35033,30491,0.352941,0.122391
6,18440,35033,32459,0.352941,0.122391
6,18440,35033,35606,0.352941,0.122391
6,18440,35033,32834,0.352941,0.122391
6,18440,30491,32459,0.352941,0.122391
6,18440,30491,35606,0.352941,0.122391
6,18440,30491,32834,0.352941,0.122391
6,18440,32459,35606,0.352941,0.122391
6,18440,32459,32834,0.352941,0.122391
6,18440,35606,32834,0.352941,0.122391
6,18440,34594,33923,0.4,0.122391
6,18440,34594,32798,0.4,0.122391
6,18440,33923,32798,0.4,0.122391
7,18381,54885,55886,0.0576923,0
7,18381,54885,55108,0.0576923,0
7,18381,54885,54947,0.0576923,0
7,18381,55608,56058,0.0681818,0
7,18381,55471,55066,0.075,0
7,18381,55471,55355,0.075,0
7,18406,37443,36283,0.0576923,0
7,18406,37443,38795,0.0576923,0
7,18430,42863,43537,0.0441176,0
7,18430,42863,43345,0.0441176,0
7,18430,42863,41887,0.0441176,0
7,18432,47129,49394,0.0441176,0
7,18432,48811,46665,0.0441176,0
7,18432,47350,48877,0.0441176,0
7,18432,47350,50222,0.0441176,0
7,18432,47350,47440,0.0441176,0
7,18432,47350,48631,0.0441176,0
7,18440,31971,34541,0.046875,0
7,18440,31971,29855,0.046875,0
7,18440,31971,31833,0.046875,0
7,18440,31971,32230,0.046875,0
7,18440,32287,34905,0.05,0
7,18440,32287,32195,0.05,0
7,18440,35413,30587,0.046875,0
7,18440,35413,34115,0.046875,0
7,18440,35413,31484,0.046875,0
7,18440,35413,34350,0.046875,0
8,18381,55457,55211,0.545455,0.122391
8,18381,55449,55648,0.428571,0.122391
8,18381,55449,55992,0.428571,0.122391
8,18381,55648,55992,0.428571,0.122391
8,18381,55896,55781,0.857143,0.122391
8,18405,40085,39154,0.428571,0.122391
8,18405,40085,39044,0.428571,0.122391
8,18405,40085,39246,0.428571,0.122391
8,18405,40085,39324,0.428571,0.122391
8,18405,39154,39044,0.428571,0.122391
8,18405,39154,39246,0.428571,0.122391
8,18405,39154,39324,0.428571,0.122391
8,18405,39044,39246,0.428571,0.122391
8,18405,39044,39324,0.428571,0.122391
8,18405,39246,39324,0.428571,0.122391
8,18405,38862,40208,0.5,0.122391
8,18405,38862,40724,0.5,0.122391
8,18405,40208,40724,0.5,0.122391
8,18405,39645,39878,0.352941,0.122391
8,18405,39645,38884,0.352941,0.122391
8,18405,39878,38884,0.352941,0.122391
8,18405,38710,39810,0.3,0.122391
8,18406,40696,37419,0.5,0.122391
8,18406,38057,36367,0.5,0.122391
8,18406,36771,36724,0.315789,0.122391
8,18406,36771,36189,0.315789,0.122391
8,18406,36771,36535,0.315789,0.122391
8,18406,36724,36189,0.315789,0.122391
8,18406,36724,36535,0.315789,0.122391
8,18406,36189,36535,0.315789,0.122391
8,18406,36865,37856,0.461538,0.122391
8,18406,36865,36901,0.461538,0.122391
8,18406,37856,36901,0.461538,0.122391
8,18406,37317,36504,0.5,0.122391
8,18430,41363,40742,0.545455,0.122391
8,18430,41363,42055,0.545455,0.122391
8,18430,41363,42805,0.545455,0.122391
8,18430,40742,42055,0.545455,0.122391
8,18430,40742,42805,0.545455,0.122391
8,18430,42055,42805,0.545455,0.122391
8,18430,42349,41025,0.6,0.122391
8,18430,43647,41756,0.315789,0.122391
8,18430,43647,42982,0.315789,0.122391
8,18430,41756,42982,0.315789,0.122391
8,18430,42743,41727,0.352941,0.122391
8,18430,41283,43063,0.352941,0.122391
8,18430,41283,41440,0.352941,0.122391
8,18430,41283,42084,0.352941,0.122391
8,18430,41283,41610,0.352941,0.122391
8,18430,43063,41440,0.352941,0.122391
8,18430,43063,42084,0.352941,0.122391
8,18430,43063,41610,0.352941,0.122391
8,18430,41440,42084,0.352941,0.122391
8,18430,41440,41610,0.352941,0.122391
8,18430,42084,41610,0.352941,0.122391
8,18430,42402,43450,0.4,0.122391
8,18430,42402,43442,0.4,0.122391
8,18430,42402,41173,0.4,0.122391
8,18430,43450,43442,0.4,0.122391
8,18430,43450,41173,0.4,0.122391
8,18430,43442,41173,0.4,0.122391
8,18430,40969,42435,0.285714,0.122391
8,18430,40969,44118,0.285714,0.122391
8,18430,40969,41188,0.285714,0.122391
8,18430,42435,44118,0.285714,0.122391
8,18430,42435,41188,0.285714,0.122391
8,18430,44118,41188,0.285714,0.122391
8,18430,42933,42284,0.315789,0.122391
8,18430,42933,43992,0.315789,0.122391
8,18430,42933,44208,0.315789,0.122391
8,18430,42933,43264,0.315789,0.122391
8,18430,42284,43992,0.315789,0.122391
8,18430,42284,44208,0.315789,0.122391
8,18430,42284,43264,0.315789,0.122391
8,18430,43992,44208,0.315789,0.122391
8,18430,43992,43264,0.315789,0.122391
8,18430,44208,43264,0.315789,0.122391
8,18432,50244,47249,0.352941,0.122391
8,18432,50244,46663,0.352941,0.122391
8,18432,47249,46663,0.352941,0.122391
8,18432,48986,48774,0.375,0.122391
8,18432,48986,48763,0.375,0.122391
8,18432,48986,46943,0.375,0.122391
8,18432,48774,48763,0.375,0.122391
8,18432,48774,46943,0.375,0.122391
8,18432,48763,46943,0.375,0.122391
8,18432,48260,49551,0.461538,0.122391
8,18432,48260,49314,0.461538,0.122391
8,18432,49551,49314,0.461538,0.122391
8,18432,46772,49222,0.352941,0.122391
8,18432,46772,47999,0.352941,0.122391
8,18432,46772,47092,0.352941,0.122391
8,18432,49222,47999,0.352941,0.122391
8,18432,49222,47092,0.352941,0.122391
8,18432,47999,47092,0.352941,0.122391
8,18432,46732,48632,0.4,0.122391
8,18432,46732,48456,0.4,0.122391
8,18432,46732,48445,0.4,0.122391
8,18432,48632,48456,0.4,0.122391
8,18432,48632,48445,0.4,0.122391
8,18432,48456,48445,0.4,0.122391
8,18440,34606,32355,0.461538,0.122391
8,18440,34606,31872,0.461538,0.122391
8,18440,34606,29999,0.461538,0.122391
8,18440,32355,31872,0.461538,0.122391
8,18440,32355,29999,0.461538,0.122391
8,18440,31872,29999,0.461538,0.122391
8,18440,30312,31822,0.285714,0.122391
8,18440,30312,30594,0.285714,0.122391
8,18440,30312,32011,0.285714,0.122391
8,18440,30312,32342,0.285714,0.122391
8,18440,30312,32294,0.285714,0.122391
8,18440,31822,30594,0.285714,0.122391
8,18440,31822,32011,0.285714,0.122391
8,18440,31822,32342,0.285714,0.122391
8,18440,31822,32294,0.285714,0.122391
8,18440,30594,32011,0.285714,0.122391
8,18440,30594,32342,0.285714,0.122391
8,18440,30594,32294,0.285714,0.122391
8,18440,32011,32342,0.285714,0.122391
8,18440,32011,32294,0.285714,0.122391
8,18440,32342,32294,0.285714,0.122391
8,18440,30493,35410,0.285714,0.122391
8,18440,30493,31514,0.285714,0.122391
8,18440,30493,31813,0.285714,0.122391
8,18440,30493,35012,0.285714,0.122391
8,18440,30493,34818,0.285714,0.122391
8,18440,35410,31514,0.285714,0.122391
8,18440,35410,31813,0.285714,0.122391
8,18440,35410,35012,0.285714,0.122391
8,18440,35410,34818,0.285714,0.122391
8,18440,31514,31813,0.285714,0.122391
8,18440,31514,35012,0.285714,0.122391
8,18440,31514,34818,0.285714,0.122391
8,18440,31813,35012,0.285714,0.122391
8,18440,31813,34818,0.285714,0.122391
8,18440,35012,34818,0.285714,0.122391
8,18440,29983,29616,0.333333,0.122391
8,18440,29983,30395,0.333333,0.122391
8,18440,29983,30488,0.333333,0.122391
8,18440,29616,30395,0.333333,0.122391
8,18440,29616,30488,0.333333,0.122391
8,18440,30395,30488,0.333333,0.122391
8,18440,33312,31359,0.375,0.122391
8,18440,33312,31570,0.375,0.122391
8,18440,33312,30200,0.375,0.122391
8,18440,31359,31570,0.375,0.122391
8,18440,31359,30200,0.375,0.122391
8,18440,31570,30200,0.375,0.122391
8,18440,34128,33487,0.375,0.122391
8,18440,34128,30723,0.375,0.122391
8,18440,33487,30723,0.375,0.122391
8,18440,29915,34542,0.461538,0.122391
8,18440,29915,31239,0.461538,0.122391
8,18440,34542,31239,0.461538,0.122391
8,18440,33110,30603,0.315789,0.122391
8,18440,33110,33489,0.315789,0.122391
8,18440,33110,30376,0.315789,0.122391
8,18440,33110,34588,0.315789,0.122391
8,18440,30603,33489,0.315789,0.122391
8,18440,30603,30376,0.315789,0.122391
8,18440,30603,34588,0.315789,0.122391
8,18440,33489,30376,0.315789,0.122391
8,18440,33489,34588,0.315789,0.122391
8,18440,30376,34588,0.315789,0.122391
8,18440,31689,31631,0.333333,0.122391
9,18381,55189,55449,0.0535714,0.0815941
9,18381,55189,55648,0.0535714,0.0815941
9,18381,55189,55992,0.0535714,0.0815941
9,18406,36961,40696,0.0625,0.0815941
9,18406,36961,37419,0.0625,0.0815941
9,18406,37532,36865,0.0576923,0.0815941
9,18406,37532,37856,0.0576923,0.0815941
9,18406,37532,36901,0.0576923,0.0815941
9,18406,36961,38499,0.0125,0.0815941
9,18406,36961,37671,0.0125,0.0815941
9,18406,37532,37419,0.0125,0.0815941
9,18406,37532,38178,0.0125,0.0815941
9,18406,37532,36680,0.0125,0.0815941
9,18430,43872,40969,0.0357143,0.0815941
9,18430,43872,42435,0.0357143,0.0815941
9,18430,43872,44118,0.0357143,0.0815941
9,18430,43872,41188,0.0357143,0.0815941
9,18430,42790,42933,0.0394737,0.0815941
9,18430,42790,42284,0.0394737,0.0815941
9,18430,42790,43992,0.0394737,0.0815941
9,18430,42790,44208,0.0394737,0.0815941
9,18430,42790,43264,0.0394737,0.0815941
9,18430,43872,41350,0.0125,0.0815941
9,18430,43872,43594,0.0125,0.0815941
9,18430,43872,43647,0.0125,0.0815941
9,18430,42790,41861,0.0125,0.0815941
9,18430,42790,41025,0.0125,0.0815941
9,18432,48200,48260,0.0576923,0.0815941
9,18432,48200,49551,0.0576923,0.0815941
9,18432,48200,49314,0.0576923,0.0815941
9,18432,48200,49394,0.0125,0.0815941
9,18432,48200,49459,0.0125,0.0815941
9,18432,48200,48445,0.0125,0.0815941
9,18432,48200,48857,0.0125,0.0815941
9,18432,48200,50094,0.0125,0.0815941
9,18432,50237,49314,0.0125,0.0815941
9,18432,50237,48632,0.0125,0.0815941
9,18432,50237,50222,0.0125,0.0815941
9,18432,50237,48857,0.0125,0.0815941
9,18440,33596,31689,0.0416667,0.0815941
9,18440,33596,31631,0.0416667,0.0815941
9,18440,33596,34818,0.0125,0.0815941
9,18440,33596,31822,0.0125,0.0815941
9,18440,33596,29999,0.0125,0.0815941
9,18440,33596,31804,0.0125,0.0815941
10,18444,35731,34717,0.333333,0.122391
10,18444,22350,16790,0.333333,0.122391
10,18444,22157,51705,0.333333,0.122391
10,18444,22157,46292,0.333333,0.122391
10,18444,51705,46292,0.333333,0.122391
10,18444,48603,20020,0.333333,0.122391
10,18444,7073,45011,0.333333,0.122391
10,18444,7073,23321,0.333333,0.122391
10,18444,7073,30022,0.333333,0.122391
10,18444,45011,23321,0.333333,0.122391
10,18444,45011,30022,0.333333,0.122391
10,18444,23321,30022,0.333333,0.122391
10,18444,13234,18306,0.333333,0.122391
10,18444,19662,46365,0.333333,0.122391
10,18444,19662,32307,0.333333,0.122391
10,18444,46365,32307,0.333333,0.122391
10,18444,36076,55887,0.375,0.122391
10,18444,36076,52364,0.375,0.122391
10,18444,55887,52364,0.375,0.122391
10,18444,49944,19103,0.3,0.122391
10,18444,49944,32261,0.3,0.122391
10,18444,49944,31067,0.3,0.122391
10,18444,19103,32261,0.3,0.122391
10,18444,19103,31067,0.3,0.122391
10,18444,32261,31067,0.3,0.122391
10,18444,16661,6344,0.3,0.122391
10,18444,16661,37240,0.3,0.122391
10,18444,16661,29054,0.3,0.122391
10,18444,6344,37240,0.3,0.122391
10,18444,6344,29054,0.3,0.122391
10,18444,37240,29054,0.3,0.122391
10,18444,40136,30367,0.3,0.122391
10,18444,40136,28624,0.3,0.122391
10,18444,40136,8967,0.3,0.122391
10,18444,40136,21654,0.3,0.122391
10,18444,40136,7649,0.3,0.122391
10,18444,30367,28624,0.3,0.122391
10,18444,30367,8967,0.3,0.122391
10,18444,30367,21654,0.3,0.122391
10,18444,30367,7649,0.3,0.122391
10,18444,28624,8967,0.3,0.122391
10,18444,28624,21654,0.3,0.122391
10,18444,28624,7649,0.3,0.122391
10,18444,8967,21654,0.3,0.122391
10,18444,8967,7649,0.3,0.122391
10,18444,21654,7649,0.3,0.122391
10,18444,10120,55248,0.3,0.122391
10,18444,10120,30191,0.3,0.122391
10,18444,10120,4504,0.3,0.122391
10,18444,10120,15175,0.3,0.122391
10,18444,10120,4804,0.3,0.122391
10,18444,55248,30191,0.3,0.122391
10,18444,55248,4504,0.3,0.122391
10,18444,55248,15175,0.3,0.122391
10,18444,55248,4804,0.3,0.122391
10,18444,30191,4504,0.3,0.122391
10,18444,30191,15175,0.3,0.122391
10,18444,30191,4804,0.3,0.122391
10,18444,4504,15175,0.3,0.122391
10,18444,4504,4804,0.3,0.122391
10,18444,15175,4804,0.3,0.122391
10,18444,6287,31566,0.3,0.122391
10,18444,12232,26609,0.3,0.122391
10,18444,12232,12218,0.3,0.122391
10,18444,12232,25477,0.3,0.122391
10,18444,26609,12218,0.3,0.122391
10,18444,26609,25477,0.3,0.122391
10,18444,12218,25477,0.3,0.122391
10,18444,32697,51474,0.545455,0.122391
10,18444,32697,51129,0.545455,0.122391
10,18444,32697,43672,0.545455,0.122391
10,18444,51474,51129,0.545455,0.122391
10,18444,51474,43672,0.545455,0.122391
10,18444,51129,43672,0.545455,0.122391
10,18444,22372,43533,0.315789,0.122391
10,18444,22372,36902,0.315789,0.122391
10,18444,43533,36902,0.315789,0.122391
10,18444,43120,4394,0.315789,0.122391
10,18444,13889,13065,0.315789,0.122391
10,18444,13889,29327,0.315789,0.122391
10,18444,13889,32909,0.315789,0.122391
10,18444,13889,11651,0.315789,0.122391
10,18444,13065,29327,0.315789,0.122391
10,18444,13065,32909,0.315789,0.122391
10,18444,13065,11651,0.315789,0.122391
10,18444,29327,32909,0.315789,0.122391
10,18444,29327,11651,0.315789,0.122391
10,18444,32909,11651,0.315789,0.122391
10,18444,6004,32671,0.315789,0.122391
10,18444,1806,13560,0.315789,0.122391
10,18444,9723,34564,0.315789,0.122391
10,18444,9723,2436,0.315789,0.122391
10,18444,9723,2119,0.315789,0.122391
10,18444,9723,8926,0.315789,0.122391
10,18444,34564,2436,0.315789,0.122391
10,18444,34564,2119,0.315789,0.122391
10,18444,34564,8926,0.315789,0.122391
10,18444,2436,2119,0.315789,0.122391
10,18444,2436,8926,0.315789,0.122391
10,18444,2119,8926,0.315789,0.122391
10,18444,3638,27684,0.315789,0.122391
10,18444,3638,23982,0.315789,0.122391
10,18444,27684,23982,0.315789,0.122391
10,18444,17211,21577,0.315789,0.122391
10,18444,17211,40290,0.315789,0.122391
10,18444,17211,54588,0.315789,0.122391
10,18444,17211,14023,0.315789,0.122391
10,18444,17211,1894,0.315789,0.122391
10,18444,21577,40290,0.315789,0.122391
10,18444,21577,54588,0.315789,0.122391
10,18444,21577,14023,0.315789,0.122391
10,18444,21577,1894,0.315789,0.122391
10,18444,40290,54588,0.315789,0.122391
10,18444,40290,14023,0.315789,0.122391
10,18444,40290,1894,0.315789,0.122391
10,18444,54588,14023,0.315789,0.122391
10,18444,54588,1894,0.315789,0.122391
10,18444,14023,1894,0.315789,0.122391
10,18444,55230,41471,0.315789,0.122391
10,18444,55230,37024,0.315789,0.122391
10,18444,55230,53564,0.315789,0.122391
10,18444,41471,37024,0.315789,0.122391
10,18444,41471,53564,0.315789,0.122391
10,18444,37024,53564,0.315789,0.122391
10,18444,51707,38747,0.315789,0.122391
10,18444,51707,25806,0.315789,0.122391
10,18444,51707,51414,0.315789,0.122391
10,18444,38747,25806,0.315789,0.122391
10,18444,38747,51414,0.315789,0.122391
10,18444,25806,51414,0.315789,0.122391
10,18444,46526,6881,0.315789,0.122391
10,18444,46526,16311,0.315789,0.122391
10,18444,46526,30187,0.315789,0.122391
10,18444,46526,16288,0.315789,0.122391
10,18444,46526,6490,0.315789,0.122391
10,18444,6881,16311,0.315789,0.122391
10,18444,6881,30187,0.315789,0.122391
10,18444,6881,16288,0.315789,0.122391
10,18444,6881,6490,0.315789,0.122391
10,18444,16311,30187,0.315789,0.122391
10,18444,16311,16288,0.315789,0.122391
10,18444,16311,6490,0.315789,0.122391
10,18444,30187,16288,0.315789,0.122391
10,18444,30187,6490,0.315789,0.122391
10,18444,16288,6490,0.315789,0.122391
10,18444,17672,53704,0.315789,0.122391
10,18444,17672,7987,0.315789,0.122391
10,18444,53704,7987,0.315789,0.122391
10,18444,46823,9039,0.315789,0.122391
10,18444,46823,19616,0.315789,0.122391
10,18444,46823,42262,0.315789,0.122391
10,18444,9039,19616,0.315789,0.122391
10,18444,9039,42262,0.315789,0.122391
10,18444,19616,42262,0.315789,0.122391
10,18444,30453,53494,0.315789,0.122391
10,18444,30453,11200,0.315789,0.122391
10,18444,30453,26889,0.315789,0.122391
10,18444,53494,11200,0.315789,0.122391
10,18444,53494,26889,0.315789,0.122391
10,18444,11200,26889,0.315789,0.122391
10,18444,29213,5610,0.333333,0.122391
11,18444,19582,22157,0.0416667,0.0815941
11,18444,19582,51705,0.0416667,0.0815941
11,18444,19582,46292,0.0416667,0.0815941
11,18444,404,40136,0.0375,0.0815941
11,18444,404,30367,0.0375,0.0815941
11,18444,404,28624,0.0375,0.0815941
11,18444,404,8967,0.0375,0.0815941
11,18444,404,21654,0.0375,0.0815941
11,18444,404,7649,0.0375,0.0815941
11,18444,12197,2184,0.0375,0.0815941
11,18444,3700,12232,0.0375,0.0815941
11,18444,3700,26609,0.0375,0.0815941
11,18444,3700,12218,0.0375,0.0815941
11,18444,3700,25477,0.0375,0.0815941
11,18444,10062,3638,0.0394737,0.0815941
11,18444,10062,27684,0.0394737,0.0815941
11,18444,10062,23982,0.0394737,0.0815941
11,18444,22803,55230,0.0394737,0.0815941
11,18444,22803,41471,0.0394737,0.0815941
11,18444,22803,37024,0.0394737,0.0815941
11,18444,22803,53564,0.0394737,0.0815941
11,18444,19582,34564,0.0125,0.0815941
11,18444,19582,42262,0.0125,0.0815941
11,18444,19582,32261,0.0125,0.0815941
11,18444,404,55887,0.0125,0.0815941
11,18444,404,10120,0.0125,0.0815941
11,18444,404,15175,0.0125,0.0815941
11,18444,12197,43672,0.0125,0.0815941
11,18444,12197,37240,0.0125,0.0815941
11,18444,3700,4394,0.0125,0.0815941
11,18444,10062,36902,0.0125,0.0815941
11,18444,22803,4504,0.0125,0.0815941
11,18444,22803,31067,0.0125,0.0815941
11,18444,22803,6004,0.0125,0.0815941
12,18375,34184,31469,0.0428571,0.0543961
12,18375,34184,34757,0.0428571,0.0543961
12,18375,34184,31361,0.0428571,0.0543961
12,18375,31469,30940,0.0428571,0.0543961
12,18375,31469,30627,0.0428571,0.0543961
12,18375,31469,33794,0.0428571,0.0543961
12,18375,33794,31547,0.0428571,0.0543961
12,18375,34757,31547,0.0428571,0.0543961
12,18375,34757,32869,0.0428571,0.0543961
12,18375,34757,35328,0.0428571,0.0543961
12,18375,31547,32869,0.0428571,0.0543961
12,18375,31547,31469,0.0428571,0.0543961
12,18375,32407,35328,0.0428571,0.0543961
12,18375,32407,34184,0.0428571,0.0543961
12,18375,32407,30627,0.0428571,0.0543961
12,18375,32407,34108,0.0428571,0.0543961
12,18375,34108,35328,0.0428571,0.0543961
12,18375,35328,34867,0.0428571,0.0543961
12,18375,32869,34184,0.0428571,0.0543961
12,18375,33060,32869,0.0428571,0.0543961
12,18375,33060,30940,0.0428571,0.0543961
12,18375,33060,30627,0.0428571,0.0543961
12,18375,30627,34184,0.0428571,0.0543961
12,18375,31361,32869,0.0428571,0.0543961
12,18375,31361,30627,0.0428571,0.0543961
12,18375,31361,34757,0.0428571,0.0543961
12,18375,34867,33060,0.0428571,0.0543961
12,18375,34867,30627,0.0428571,0.0543961
12,18375,34867,32407,0.0428571,0.0543961
12,18375,30940,32869,0.0428571,0.0543961
12,18375,30940,34867,0.0428571,0.0543961
12,18375,30940,32407,0.0428571,0.0543961
12,18393,13063,20835,0.0489796,0.0543961
12,18393,13063,21281,0.0489796,0.0543961
12,18393,8529,16549,0.0489796,0.0543961
12,18393,8529,4236,0.0489796,0.0543961
12,18393,8529,2684,0.0489796,0.0543961
12,18393,16549,18223,0.0489796,0.0543961
12,18393,4236,21281,0.0489796,0.0543961
12,18393,4236,10414,0.0489796,0.0543961
12,18393,4236,13063,0.0489796,0.0543961
12,18393,14704,13063,0.0489796,0.0543961
12,18393,18223,21281,0.0489796,0.0543961
12,18393,18223,20835,0.0489796,0.0543961
12,18393,18223,10414,0.0489796,0.0543961
12,18393,8148,21281,0.0489796,0.0543961
12,18393,8148,2684,0.0489796,0.0543961
12,18393,21322,8529,0.0489796,0.0543961
12,18393,21322,8148,0.0489796,0.0543961
12,18393,21322,10414,0.0489796,0.0543961
12,18393,20835,14704,0.0489796,0.0543961
12,18393,2684,16549,0.0489796,0.0543961
12,18393,21281,14704,0.0489796,0.0543961
12,18393,21281,2684,0.0489796,0.0543961
12,18393,21281,20835,0.0489796,0.0543961
14,18381,55886,55983,0.0303797,0.0543961
14,18381,55108,55983,0.0303797,0.0543961
14,18381,54947,55717,0.0303797,0.0543961
14,18381,56058,55193,0.0303797,0.0543961
14,18381,56058,55066,0.0303797,0.0543961
14,18381,56058,55434,0.0303797,0.0543961
14,18381,56058,55896,0.0303797,0.0543961
14,18381,56058,55355,0.0303797,0.0543961
14,18381,55983,55896,0.0303797,0.0543961
14,18381,55983,55449,0.0303797,0.0543961
14,18381,55983,55457,0.0303797,0.0543961
14,18381,55717,55066,0.0303797,0.0543961
14,18381,55717,56058,0.0303797,0.0543961
14,18381,55193,55992,0.0303797,0.0543961
14,18381,55193,54947,0.0303797,0.0543961
14,18381,55193,55896,0.0303797,0.0543961
14,18381,55193,55457,0.0303797,0.0543961
14,18381,55434,55457,0.0303797,0.0543961
14,18381,55066,55457,0.0303797,0.0543961
14,18381,55355,55449,0.0303797,0.0543961
14,18381,55355,55066,0.0303797,0.0543961
14,18381,55355,55781,0.0303797,0.0543961
14,18381,55355,55717,0.0303797,0.0543961
14,18381,55457,55449,0.0303797,0.0543961
14,18381,55457,55717,0.0303797,0.0543961
14,18381,55211,56058,0.0303797,0.0543961
14,18381,55211,55992,0.0303797,0.0543961
14,18381,55211,55717,0.0303797,0.0543961
14,18381,55211,55434,0.0303797,0.0543961
14,18381,55211,55457,0.0303797,0.0543961
14,18381,55449,55781,0.0303797,0.0543961
14,18381,55449,55717,0.0303797,0.0543961
14,18381,55449,55108,0.0303797,0.0543961
14,18381,55648,54947,0.0303797,0.0543961
14,18381,55992,55781,0.0303797,0.0543961
14,18381,55992,55648,0.0303797,0.0543961
14,18381,55992,55108,0.0303797,0.0543961
14,18381,55992,54947,0.0303797,0.0543961
14,18381,55896,55355,0.0303797,0.0543961
14,18381,55896,55449,0.0303797,0.0543961
14,18381,55896,55992,0.0303797,0.0543961
14,18381,55896,55781,0.0303797,0.0543961
14,18381,55896,55457,0.0303797,0.0543961
14,18381,55781,55108,0.0303797,0.0543961
14,18381,55781,55066,0.0303797,0.0543961
14,18381,55781,55193,0.0303797,0.0543961
14,18381,55781,55886,0.0303797,0.0543961
14,18381,55781,55457,0.0303797,0.0543961
14,18381,55781,55717,0.0303797,0.0543961
14,18405,39216,40698,0.03,0.0543961
14,18405,39216,39044,0.03,0.0543961
14,18405,40714,38862,0.03,0.0543961
14,18405,40714,40085,0.03,0.0543961
14,18405,40714,40698,0.03,0.0543961
14,18405,40714,40051,0.03,0.0543961
14,18405,40714,39324,0.03,0.0543961
14,18405,40714,39246,0.03,0.0543961
14,18405,40470,39011,0.03,0.0543961
14,18405,40470,40711,0.03,0.0543961
14,18405,40470,38884,0.03,0.0543961
14,18405,40470,39216,0.03,0.0543961
