id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
861,F,61,working,tradeandmoto,15 to 30 min,Ho,-564301,-1.20308e+06,22
862,M,14,student,undef,not commuting,Ho,-564381,-1.2031e+06,1021
863,M,15,student,undef,not commuting,Ho,-564381,-1.2031e+06,1021
864,F,36,working,health,not commuting,Ho,-564381,-1.2031e+06,1021
865,F,67,retired,undef,not commuting,Ho,-564266,-1.20202e+06,2130
866,M,67,retired,undef,not commuting,Ho,-564266,-1.20202e+06,2130
867,M,67,retired,undef,not commuting,Ho,-564266,-1.20202e+06,2130
868,M,45,working,industry,not commuting,Ho,-564266,-1.20202e+06,2130
869,F,85,retired,undef,not commuting,Ho,-564854,-1.20183e+06,1390
870,F,42,working,transportation,not commuting,Ho,-563679,-1.20256e+06,1683
871,F,9,student,undef,not commuting,Ho,-563679,-1.20256e+06,1683
872,M,45,working,construction,not commuting,Ho,-563679,-1.20256e+06,1683
873,M,15,working,banks,not commuting,Ho,-563679,-1.20256e+06,1683
874,M,49,working,publicsector,not commuting,Ho,-564476,-1.2028e+06,1550
875,F,56,retired,undef,not commuting,Ho,-564389,-1.20249e+06,1652
876,M,70,retired,undef,not commuting,Ho,-564389,-1.20249e+06,1652
877,F,63,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
878,M,66,working,education,not commuting,Ho,-565830,-1.20221e+06,1495
879,M,13,student,undef,not commuting,Ho,-563741,-1.20305e+06,1754
880,M,39,at home,undef,not commuting,Ho,-563741,-1.20305e+06,1754
881,F,11,student,undef,not commuting,Ho,-563741,-1.20305e+06,1754
882,F,39,working,publicsector,30 to 45 mins,Ho,-563741,-1.20305e+06,1754
883,F,74,retired,undef,not commuting,Ho,-564694,-1.20265e+06,1643
884,M,59,retired,undef,not commuting,Ho,-565256,-1.20168e+06,1287
885,F,59,working,construction,not commuting,Ho,-565256,-1.20168e+06,1287
886,M,42,working,industry,not commuting,Ho,-565617,-1.20164e+06,1317
887,F,33,working,tradeandmoto,not commuting,Ho,-565663,-1.20218e+06,1444
888,M,63,retired,undef,not commuting,Ho,-565663,-1.20218e+06,1444
889,F,3,at home,undef,not commuting,Ho,-565663,-1.20218e+06,1444
890,F,62,retired,undef,not commuting,Ho,-565663,-1.20218e+06,1444
891,M,35,working,adminetc,not commuting,Ho,-565663,-1.20218e+06,1444
892,F,45,working,publicsector,not commuting,Ho,-563683,-1.20242e+06,1679
893,M,14,student,undef,not commuting,Ho,-564628,-1.20269e+06,1644
894,F,45,working,adminetc,not commuting,Ho,-564628,-1.20269e+06,1644
895,M,30,working,tradeandmoto,not commuting,Ho,-564628,-1.20269e+06,1644
896,M,40,working,banks,not commuting,Ho,-564628,-1.20269e+06,1644
897,M,18,working,it,not commuting,Ho,-564628,-1.20269e+06,1644
898,M,0,at home,undef,not commuting,Ho,-564378,-1.20121e+06,2123
899,F,24,student,undef,not commuting,Ho,-564378,-1.20121e+06,2123
900,F,23,student,undef,not commuting,Ho,-563683,-1.20242e+06,1679
901,F,35,working,transportation,not commuting,Ho,-564694,-1.20265e+06,1643
902,F,4,at home,undef,not commuting,Ho,-565234,-1.20179e+06,1355
903,F,51,working,industry,not commuting,Ho,-565234,-1.20179e+06,1355
904,M,54,working,industry,not commuting,Ho,-565234,-1.20179e+06,1355
905,M,53,working,industry,not commuting,Ho,-565234,-1.20179e+06,1355
906,F,26,working,education,not commuting,Ho,-565234,-1.20179e+06,1355
907,M,52,at home,undef,not commuting,Ho,-565806,-1.20199e+06,1941
908,M,21,working,industry,not commuting,Ho,-564191,-1.20192e+06,1103
909,M,68,retired,undef,not commuting,Ho,-564191,-1.20192e+06,1103
910,F,58,retired,undef,not commuting,Ho,-564191,-1.20192e+06,1103
911,M,6,student,undef,not commuting,Ho,-563383,-1.20153e+06,1562
912,M,32,at home,undef,not commuting,Ho,-563383,-1.20153e+06,1562
913,F,27,at home,undef,not commuting,Ho,-563383,-1.20153e+06,1562
914,M,53,working,tradeandmoto,not commuting,Ho,-565663,-1.20218e+06,1444
915,M,32,working,publicsector,not commuting,Ho,-565663,-1.20218e+06,1444
916,M,55,working,publicsector,not commuting,Ho,-564089,-1.20202e+06,1014
917,F,58,working,industry,not commuting,Ho,-564089,-1.20202e+06,1014
918,M,1,at home,undef,not commuting,Ho,-564089,-1.20202e+06,1014
919,F,29,at home,undef,not commuting,Ho,-564089,-1.20202e+06,1014
920,F,32,at home,undef,not commuting,Ho,-564738,-1.20164e+06,168
921,F,5,at home,undef,not commuting,Ho,-564738,-1.20164e+06,168
922,M,36,working,tradeandmoto,30 to 45 mins,Ho,-564738,-1.20164e+06,168
923,F,65,retired,undef,not commuting,Ho,-563735,-1.20289e+06,1751
924,M,61,retired,undef,not commuting,Ho,-563735,-1.20289e+06,1751
925,F,53,working,education,not commuting,Ho,-563957,-1.20198e+06,1262
926,M,26,working,adminetc,not commuting,Ho,-563957,-1.20198e+06,1262
927,M,67,retired,undef,not commuting,Ho,-563957,-1.20198e+06,1262
928,M,30,working,banks,not commuting,Ho,-563901,-1.20264e+06,1772
929,F,80,retired,undef,not commuting,Ho,-563901,-1.20264e+06,1772
930,M,58,retired,undef,not commuting,Ho,-563697,-1.20248e+06,1680
931,M,52,working,education,not commuting,Ho,-565342,-1.20157e+06,1276
932,F,27,working,tradeandmoto,not commuting,Ho,-565342,-1.20157e+06,1276
933,F,50,at home,undef,not commuting,Ho,-565342,-1.20157e+06,1276
934,M,21,at home,undef,not commuting,Ho,-564596,-1.20236e+06,1067
935,F,23,student,undef,not commuting,Ho,-564596,-1.20236e+06,1067
936,F,59,retired,undef,not commuting,Ho,-564381,-1.2031e+06,1021
937,F,55,retired,undef,not commuting,Ho,-564584,-1.20153e+06,2012
938,M,65,retired,undef,not commuting,Ho,-564333,-1.20226e+06,503
939,F,26,at home,undef,not commuting,Ho,-564333,-1.20226e+06,503
940,F,55,retired,undef,not commuting,Ho,-564333,-1.20226e+06,503
941,M,32,working,publicsector,not commuting,Ho,-563971,-1.20157e+06,1114
942,F,29,at home,undef,not commuting,Ho,-563971,-1.20157e+06,1114
943,M,18,student,undef,not commuting,Ho,-564867,-1.20168e+06,1386
944,M,56,working,construction,not commuting,Ho,-564005,-1.20261e+06,36
945,F,72,retired,undef,not commuting,Ho,-563336,-1.20152e+06,1563
946,F,29,working,eatinghousing,30 to 45 mins,Ho,-565203,-1.2016e+06,1435
947,F,53,working,industry,not commuting,Ho,-565203,-1.2016e+06,1435
948,M,55,working,publicsector,not commuting,Ho,-565203,-1.2016e+06,1435
949,M,47,working,tradeandmoto,not commuting,Ho,-563818,-1.20258e+06,1794
950,M,19,working,health,not commuting,Ho,-563818,-1.20258e+06,1794
951,F,7,student,undef,not commuting,Ho,-563945,-1.20229e+06,407
952,F,34,working,industry,not commuting,Ho,-563945,-1.20229e+06,407
953,M,5,at home,undef,not commuting,Ho,-563945,-1.20229e+06,407
954,M,36,working,industry,not commuting,Ho,-563945,-1.20229e+06,407
955,F,53,working,industry,not commuting,Ho,-564694,-1.20265e+06,1643
956,M,30,working,construction,not commuting,Ho,-564694,-1.20265e+06,1643
957,M,58,working,industry,not commuting,Ho,-564694,-1.20265e+06,1643
958,F,49,at home,undef,not commuting,Ho,-564294,-1.20179e+06,1205
959,M,52,at home,undef,not commuting,Ho,-564294,-1.20179e+06,1205
960,M,60,working,publicsector,not commuting,Ho,-563383,-1.20153e+06,1562
961,F,57,working,adminetc,not commuting,Ho,-563383,-1.20153e+06,1562
962,M,33,working,education,not commuting,Ho,-563383,-1.20153e+06,1562
963,M,58,working,industry,not commuting,Ho,-563665,-1.20195e+06,1567
964,F,58,working,tradeandmoto,not commuting,Ho,-563665,-1.20195e+06,1567
965,M,37,working,education,not commuting,Ho,-563665,-1.20195e+06,1567
966,M,60,working,health,not commuting,Ho,-564374,-1.20321e+06,1548
967,F,54,at home,undef,not commuting,Ho,-564374,-1.20321e+06,1548
968,F,31,at home,undef,not commuting,Ho,-564374,-1.20321e+06,1548
969,M,62,retired,undef,not commuting,Ho,-564455,-1.20294e+06,1426
970,F,62,retired,undef,not commuting,Ho,-564455,-1.20294e+06,1426
971,M,53,working,education,not commuting,Ho,-563336,-1.20152e+06,1563
972,F,48,at home,undef,not commuting,Ho,-563336,-1.20152e+06,1563
973,M,68,retired,undef,not commuting,Ho,-564061,-1.2024e+06,291
974,M,57,working,publicsector,not commuting,Ho,-564587,-1.20184e+06,1301
975,F,58,working,health,not commuting,Ho,-564587,-1.20184e+06,1301
976,M,22,student,undef,not commuting,Ho,-563147,-1.2018e+06,134
977,F,49,working,adminetc,not commuting,Ho,-563147,-1.2018e+06,134
978,F,32,working,industry,not commuting,Ho,-563906,-1.20256e+06,1935
979,F,6,student,undef,not commuting,Ho,-563906,-1.20256e+06,1935
980,F,3,at home,undef,not commuting,Ho,-563906,-1.20256e+06,1935
981,M,31,working,publicsector,not commuting,Ho,-563906,-1.20256e+06,1935
982,M,46,working,education,not commuting,Ho,-564913,-1.20156e+06,1380
983,F,21,at home,undef,not commuting,Ho,-564913,-1.20156e+06,1380
984,F,80,retired,undef,not commuting,Ho,-563513,-1.20181e+06,2006
985,M,52,working,adminetc,not commuting,Ho,-563513,-1.20181e+06,2006
986,F,51,working,banks,60 to 90 mins,Ho,-563513,-1.20181e+06,2006
987,M,32,working,industry,not commuting,Ho,-565648,-1.20172e+06,1290
988,F,14,student,undef,not commuting,Ho,-563575,-1.20175e+06,1570
989,F,37,working,health,not commuting,Ho,-563575,-1.20175e+06,1570
990,M,1,at home,undef,not commuting,Ho,-563575,-1.20175e+06,1570
991,F,6,student,undef,not commuting,Ho,-563575,-1.20175e+06,1570
992,F,20,at home,undef,not commuting,Ho,-563613,-1.2018e+06,1555
993,M,50,at home,undef,not commuting,Ho,-563613,-1.2018e+06,1555
994,F,49,working,agriculture,not commuting,Ho,-563613,-1.2018e+06,1555
995,F,45,working,it,not commuting,Ho,-565407,-1.20208e+06,1633
996,F,19,student,undef,30 to 45 mins,Ho,-565407,-1.20208e+06,1633
997,F,53,working,tradeandmoto,45 to 60 mins,Ho,-563885,-1.20292e+06,1758
998,M,28,working,it,not commuting,Ho,-563885,-1.20292e+06,1758
999,M,21,student,undef,not commuting,Ho,-563885,-1.20292e+06,1758
1000,M,80,retired,undef,not commuting,Ho,-563885,-1.20292e+06,1758
1001,M,55,working,industry,not commuting,Ho,-563885,-1.20292e+06,1758
1002,F,33,working,industry,not commuting,Ho,-565761,-1.20173e+06,1322
1003,M,38,working,transportation,not commuting,Ho,-565761,-1.20173e+06,1322
1004,M,11,student,undef,not commuting,Ho,-565761,-1.20173e+06,1322
1005,M,3,at home,undef,not commuting,Ho,-565761,-1.20173e+06,1322
1006,F,52,working,tradeandmoto,not commuting,Ho,-563767,-1.20298e+06,1757
1007,M,19,at home,undef,not commuting,Ho,-563767,-1.20298e+06,1757
1008,M,62,retired,undef,not commuting,Ho,-563767,-1.20298e+06,1757
1009,M,23,student,undef,more than 90 mins,Ho,-565463,-1.20164e+06,1265
1010,F,25,at home,undef,not commuting,Ho,-565463,-1.20164e+06,1265
1011,M,23,at home,undef,not commuting,Ho,-564628,-1.20269e+06,1644
1012,F,20,working,health,30 to 45 mins,Ho,-564628,-1.20269e+06,1644
1013,M,27,working,eatinghousing,not commuting,Ho,-564991,-1.2018e+06,1388
1014,M,24,student,undef,not commuting,Ho,-564991,-1.2018e+06,1388
1015,F,46,at home,undef,not commuting,Ho,-564991,-1.2018e+06,1388
1016,F,61,retired,undef,not commuting,Ho,-563977,-1.20308e+06,1930
1017,M,55,working,transportation,not commuting,Ho,-563796,-1.20251e+06,1890
1018,F,51,working,adminetc,not commuting,Ho,-563796,-1.20251e+06,1890
1019,F,10,student,undef,not commuting,Ho,-565799,-1.2023e+06,1617
1020,F,32,at home,undef,not commuting,Ho,-565799,-1.2023e+06,1617
1021,F,31,working,construction,not commuting,Ho,-563667,-1.20164e+06,1569
1022,M,35,working,industry,not commuting,Ho,-563667,-1.20164e+06,1569
1023,M,9,student,undef,not commuting,Ho,-563667,-1.20164e+06,1569
1024,F,0,at home,undef,not commuting,Ho,-563667,-1.20164e+06,1569
1025,F,75,retired,undef,not commuting,Ho,-563681,-1.20225e+06,1675
1026,M,68,retired,undef,not commuting,Ho,-563741,-1.20263e+06,1725
1027,F,69,retired,undef,not commuting,Ho,-563741,-1.20263e+06,1725
1028,M,20,working,it,not commuting,Ho,-563813,-1.20184e+06,1340
1029,M,18,student,undef,30 to 45 mins,Ho,-563813,-1.20184e+06,1340
1030,M,43,working,construction,not commuting,Ho,-563813,-1.20184e+06,1340
1031,F,40,at home,undef,not commuting,Ho,-563813,-1.20184e+06,1340
1032,F,74,retired,undef,not commuting,Ho,-565799,-1.2023e+06,1617
1033,M,81,retired,undef,not commuting,Ho,-565799,-1.2023e+06,1617
1034,F,69,retired,undef,not commuting,Ho,-564140,-1.20235e+06,667
1035,M,72,retired,undef,not commuting,Ho,-564140,-1.20235e+06,667
1036,M,71,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
1037,F,66,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
1038,M,45,working,education,not commuting,Ho,-565624,-1.202e+06,1344
1039,M,33,working,adminetc,30 to 45 mins,Ho,-565234,-1.20179e+06,1355
1040,F,40,working,tradeandmoto,not commuting,Ho,-565234,-1.20179e+06,1355
1041,F,63,working,tradeandmoto,not commuting,Ho,-564422,-1.2024e+06,1654
1042,M,63,retired,undef,not commuting,Ho,-564422,-1.2024e+06,1654
1043,M,79,retired,undef,not commuting,Ho,-563703,-1.20277e+06,1731
1044,F,73,retired,undef,not commuting,Ho,-563900,-1.20206e+06,533
1045,F,58,retired,undef,not commuting,Ho,-565729,-1.20204e+06,1614
1046,M,63,retired,undef,not commuting,Ho,-565729,-1.20204e+06,1614
1047,M,58,working,transportation,15 to 30 min,Ho,-563811,-1.20256e+06,1777
1048,F,54,at home,undef,not commuting,Ho,-563811,-1.20256e+06,1777
1049,M,28,working,adminetc,not commuting,Ho,-564230,-1.20178e+06,964
1050,M,61,working,industry,not commuting,Ho,-564230,-1.20178e+06,964
1051,F,60,working,industry,not commuting,Ho,-564230,-1.20178e+06,964
1052,M,72,retired,undef,not commuting,Ho,-563084,-1.20177e+06,1667
1053,F,66,retired,undef,not commuting,Ho,-563084,-1.20177e+06,1667
1054,M,36,at home,undef,not commuting,Ho,-563712,-1.2029e+06,1752
1055,F,9,student,undef,not commuting,Ho,-563712,-1.2029e+06,1752
1056,F,35,working,industry,not commuting,Ho,-563712,-1.2029e+06,1752
1057,F,62,retired,undef,not commuting,Ho,-564206,-1.20304e+06,1542
1058,M,83,retired,undef,not commuting,Ho,-564206,-1.20304e+06,1542
1059,M,40,working,construction,60 to 90 mins,Ho,-564760,-1.20273e+06,101
1060,F,73,retired,undef,not commuting,Ho,-564760,-1.20273e+06,101
1061,M,67,retired,undef,not commuting,Ho,-564818,-1.20172e+06,1395
1062,F,63,retired,undef,not commuting,Ho,-564818,-1.20172e+06,1395
1063,M,44,working,tradeandmoto,not commuting,Ho,-564818,-1.20172e+06,1395
1064,M,47,at home,undef,not commuting,Ho,-564361,-1.20125e+06,2118
1065,F,54,working,transportation,not commuting,Ho,-564361,-1.20125e+06,2118
1066,M,2,at home,undef,not commuting,Ho,-563751,-1.20307e+06,1755
1067,M,31,working,health,not commuting,Ho,-563751,-1.20307e+06,1755
1068,F,31,working,health,not commuting,Ho,-563751,-1.20307e+06,1755
1069,M,67,retired,undef,not commuting,Ho,-563819,-1.20271e+06,1728
1070,F,66,retired,undef,not commuting,Ho,-563819,-1.20271e+06,1728
1071,M,48,at home,undef,not commuting,Ho,-564027,-1.20196e+06,1361
1072,F,33,working,health,not commuting,Ho,-563680,-1.20285e+06,1733
1073,M,5,at home,undef,not commuting,Ho,-563680,-1.20285e+06,1733
1074,M,33,working,health,not commuting,Ho,-563680,-1.20285e+06,1733
1075,F,0,at home,undef,not commuting,Ho,-563680,-1.20285e+06,1733
1076,F,34,working,publicsector,not commuting,Ho,-565716,-1.20177e+06,1320
1077,F,52,working,construction,not commuting,Ho,-565603,-1.20173e+06,1252
1078,F,23,student,undef,not commuting,Ho,-565603,-1.20173e+06,1252
1079,M,56,retired,undef,not commuting,Ho,-565603,-1.20173e+06,1252
1080,F,20,at home,undef,not commuting,Ho,-565603,-1.20173e+06,1252
1081,M,46,working,industry,15 to 30 min,Ho,-565292,-1.20177e+06,1289
1082,M,79,retired,undef,not commuting,Ho,-565823,-1.20216e+06,1721
1083,M,1,at home,undef,not commuting,Ho,-563796,-1.20251e+06,1890
1084,F,0,at home,undef,not commuting,Ho,-563796,-1.20251e+06,1890
1085,F,34,working,publicsector,not commuting,Ho,-563796,-1.20251e+06,1890
1086,M,36,at home,undef,not commuting,Ho,-563796,-1.20251e+06,1890
1087,F,40,working,transportation,15 to 30 min,Ho,-563472,-1.20175e+06,1557
1088,M,18,student,undef,not commuting,Ho,-563472,-1.20175e+06,1557
1089,M,33,working,industry,not commuting,Ho,-563667,-1.20164e+06,1569
1090,F,65,retired,undef,not commuting,Ho,-563667,-1.20164e+06,1569
1091,M,32,working,tradeandmoto,not commuting,Ho,-563796,-1.20251e+06,1890
1092,M,63,working,tradeandmoto,not commuting,Ho,-564655,-1.20253e+06,960
1093,F,86,retired,undef,not commuting,Ho,-564655,-1.20253e+06,960
1094,M,42,working,adminetc,not commuting,Ho,-563767,-1.20298e+06,1757
1095,M,46,at home,undef,not commuting,Ho,-564334,-1.20326e+06,1763
1096,M,9,student,undef,not commuting,Ho,-564334,-1.20326e+06,1763
1097,F,34,at home,undef,not commuting,Ho,-564334,-1.20326e+06,1763
1098,F,11,student,undef,not commuting,Ho,-564334,-1.20326e+06,1763
1099,F,81,retired,undef,not commuting,Ho,-564917,-1.20184e+06,1391
1100,M,75,retired,undef,not commuting,Ho,-564917,-1.20184e+06,1391
1101,M,54,working,industry,not commuting,Ho,-564124,-1.20194e+06,970
1102,F,55,working,industry,not commuting,Ho,-563663,-1.20281e+06,1732
1103,F,83,retired,undef,not commuting,Ho,-563663,-1.20281e+06,1732
1104,F,40,working,tradeandmoto,15 to 30 min,Ho,-564419,-1.20156e+06,2109
1105,M,41,at home,undef,not commuting,Ho,-564419,-1.20156e+06,2109
1106,F,14,student,undef,not commuting,Ho,-564419,-1.20156e+06,2109
1107,M,59,retired,undef,not commuting,Ho,-563712,-1.2029e+06,1752
1108,F,19,at home,undef,not commuting,Ho,-565191,-1.20191e+06,1209
1109,M,20,student,undef,not commuting,Ho,-565191,-1.20191e+06,1209
1110,F,41,at home,undef,not commuting,Ho,-565191,-1.20191e+06,1209
1111,M,49,at home,undef,not commuting,Ho,-565191,-1.20191e+06,1209
1112,M,61,retired,undef,not commuting,Ho,-565790,-1.20225e+06,1494
1113,F,59,working,industry,less than 15min,Ho,-565790,-1.20225e+06,1494
1114,F,59,retired,undef,not commuting,Ho,-565121,-1.2018e+06,1358
1115,M,32,working,tradeandmoto,not commuting,Ho,-565121,-1.2018e+06,1358
1116,M,45,at home,undef,not commuting,Ho,-565566,-1.20182e+06,1245
1117,M,68,retired,undef,not commuting,Ho,-565245,-1.20193e+06,1228
1118,M,45,working,industry,15 to 30 min,Ho,-565245,-1.20193e+06,1228
1119,M,42,working,construction,not commuting,Ho,-565245,-1.20193e+06,1228
1120,F,66,retired,undef,not commuting,Ho,-565245,-1.20193e+06,1228
1121,F,76,retired,undef,not commuting,Ho,-564388,-1.20175e+06,1368
1122,M,62,retired,undef,not commuting,Ho,-562691,-1.19903e+06,1722
1123,F,53,working,eatinghousing,not commuting,Ho,-562691,-1.19903e+06,1722
1124,M,65,retired,undef,not commuting,Ho,-564276,-1.20208e+06,993
1125,F,63,retired,undef,not commuting,Ho,-564276,-1.20208e+06,993
1126,F,63,retired,undef,not commuting,Ho,-565830,-1.20221e+06,1495
1127,F,38,at home,undef,not commuting,Ho,-565688,-1.20215e+06,1748
1128,M,34,at home,undef,not commuting,Ho,-565688,-1.20215e+06,1748
1129,M,19,student,undef,not commuting,Ho,-565688,-1.20215e+06,1748
1130,F,50,working,transportation,not commuting,Ho,-565381,-1.20158e+06,1275
1131,F,59,working,industry,not commuting,Ho,-563788,-1.20227e+06,1928
1132,M,62,retired,undef,not commuting,Ho,-563788,-1.20227e+06,1928
1133,F,50,at home,undef,not commuting,Ho,-564303,-1.20216e+06,800
1134,M,54,working,transportation,not commuting,Ho,-564303,-1.20216e+06,800
1135,M,31,at home,undef,not commuting,Ho,-563944,-1.20216e+06,903
1136,F,51,working,publicsector,not commuting,Ho,-563944,-1.20216e+06,903
1137,M,25,working,tradeandmoto,60 to 90 mins,Ho,-564461,-1.20286e+06,1551
1138,M,56,working,adminetc,not commuting,Ho,-564461,-1.20286e+06,1551
1139,F,54,working,publicsector,not commuting,Ho,-564461,-1.20286e+06,1551
1140,F,75,retired,undef,not commuting,Ho,-563811,-1.20256e+06,1777
1141,M,70,retired,undef,not commuting,Ho,-563863,-1.20204e+06,563
1142,M,67,retired,undef,not commuting,Ho,-563775,-1.20191e+06,1227
1143,F,67,retired,undef,not commuting,Ho,-563775,-1.20191e+06,1227
1144,F,85,retired,undef,not commuting,Ho,-563414,-1.20148e+06,1564
1145,F,81,retired,undef,not commuting,Ho,-565578,-1.20206e+06,1350
1146,F,51,working,education,60 to 90 mins,Ho,-565459,-1.20184e+06,1271
1147,F,26,working,publicsector,not commuting,Ho,-565459,-1.20184e+06,1271
1148,F,39,working,industry,not commuting,Ho,-563611,-1.2024e+06,1681
1149,M,6,student,undef,not commuting,Ho,-563611,-1.2024e+06,1681
1150,F,78,retired,undef,not commuting,Ho,-564447,-1.203e+06,1746
1151,F,63,retired,undef,not commuting,Ho,-563680,-1.20285e+06,1733
1152,M,68,retired,undef,not commuting,Ho,-563680,-1.20285e+06,1733
1153,M,72,working,adminetc,not commuting,Ho,-562691,-1.19903e+06,1722
1154,M,47,working,health,not commuting,Ho,-562691,-1.19903e+06,1722
1155,F,91,retired,undef,not commuting,Ho,-562691,-1.19903e+06,1722
1156,F,59,working,education,60 to 90 mins,Ho,-564818,-1.20172e+06,1395
1157,M,36,working,industry,not commuting,Ho,-564818,-1.20172e+06,1395
1158,M,64,retired,undef,not commuting,Ho,-564818,-1.20172e+06,1395
1159,F,32,working,industry,not commuting,Ho,-564115,-1.20196e+06,887
1160,M,63,retired,undef,not commuting,Ho,-564115,-1.20196e+06,887
1161,F,32,working,tradeandmoto,15 to 30 min,Ho,-564115,-1.20196e+06,887
1162,F,65,retired,undef,not commuting,Ho,-564115,-1.20196e+06,887
1163,F,40,working,construction,not commuting,Ho,-563644,-1.20265e+06,1734
1164,F,27,working,industry,not commuting,Ho,-563796,-1.20251e+06,1890
1165,M,36,working,construction,not commuting,Ho,-563796,-1.20251e+06,1890
1166,M,4,at home,undef,not commuting,Ho,-563796,-1.20251e+06,1890
1167,M,2,at home,undef,not commuting,Ho,-563796,-1.20251e+06,1890
1168,F,29,working,health,not commuting,Ho,-563816,-1.20192e+06,1224
1169,M,34,at home,undef,not commuting,Ho,-563816,-1.20192e+06,1224
1170,F,57,working,adminetc,not commuting,Ho,-564791,-1.20187e+06,1394
1171,M,59,working,transportation,not commuting,Ho,-564791,-1.20187e+06,1394
1172,M,59,working,industry,not commuting,Ho,-564913,-1.20156e+06,1380
1173,F,80,retired,undef,not commuting,Ho,-564913,-1.20156e+06,1380
1174,F,83,retired,undef,not commuting,Ho,-563613,-1.2018e+06,1555
1175,F,26,working,industry,not commuting,Ho,-563521,-1.20176e+06,1556
1176,F,50,working,publicsector,not commuting,Ho,-563521,-1.20176e+06,1556
1177,M,50,at home,undef,not commuting,Ho,-563521,-1.20176e+06,1556
1178,F,25,at home,undef,not commuting,Ho,-563521,-1.20176e+06,1556
1179,M,63,retired,undef,not commuting,Ho,-564891,-1.20162e+06,1383
1180,F,61,retired,undef,not commuting,Ho,-564891,-1.20162e+06,1383
1181,F,83,retired,undef,not commuting,Ho,-564854,-1.20183e+06,1390
1182,F,38,working,industry,not commuting,Ho,-563908,-1.20224e+06,419
1183,F,20,at home,undef,not commuting,Ho,-563908,-1.20224e+06,419
1184,M,44,working,tradeandmoto,not commuting,Ho,-563908,-1.20224e+06,419
1185,F,10,student,undef,not commuting,Ho,-563908,-1.20224e+06,419
1186,F,53,working,industry,not commuting,Ho,-565256,-1.20168e+06,1287
1187,M,29,at home,undef,not commuting,Ho,-565256,-1.20168e+06,1287
1188,M,57,working,it,not commuting,Ho,-565256,-1.20168e+06,1287
1189,M,68,retired,undef,not commuting,Ho,-563788,-1.20227e+06,1928
1190,F,69,retired,undef,not commuting,Ho,-563788,-1.20227e+06,1928
1191,M,36,working,construction,not commuting,Ho,-565256,-1.20168e+06,1287
1192,F,95,retired,undef,not commuting,Ho,-565507,-1.20209e+06,1353
1193,M,65,retired,undef,not commuting,Ho,-563788,-1.20227e+06,1928
1194,F,63,retired,undef,not commuting,Ho,-563788,-1.20227e+06,1928
1195,F,70,retired,undef,not commuting,Ho,-563378,-1.20159e+06,1561
1196,F,6,student,undef,not commuting,Ho,-565234,-1.20179e+06,1355
1197,F,31,at home,undef,not commuting,Ho,-565234,-1.20179e+06,1355
1198,M,18,student,undef,not commuting,Ho,-563850,-1.20206e+06,567
1199,F,38,working,tradeandmoto,not commuting,Ho,-563850,-1.20206e+06,567
1200,M,20,student,undef,not commuting,Ho,-563850,-1.20206e+06,567
1201,M,54,working,adminetc,not commuting,Ho,-564432,-1.20265e+06,84
1202,F,51,working,tradeandmoto,not commuting,Ho,-564432,-1.20265e+06,84
1203,F,31,working,health,not commuting,Ho,-563811,-1.20256e+06,1777
1204,M,56,working,transportation,not commuting,Ho,-563708,-1.20295e+06,1753
1205,F,19,student,undef,not commuting,Ho,-563477,-1.20168e+06,1558
1206,M,25,working,adminetc,not commuting,Ho,-563477,-1.20168e+06,1558
1207,M,66,retired,undef,not commuting,Ho,-563712,-1.2029e+06,1752
1208,F,69,retired,undef,not commuting,Ho,-564338,-1.20205e+06,831
1209,M,35,working,industry,60 to 90 mins,Ho,-564338,-1.20205e+06,831
1210,F,71,retired,undef,not commuting,Ho,-563943,-1.20219e+06,1821
1211,M,73,working,health,not commuting,Ho,-563943,-1.20219e+06,1821
1212,F,73,retired,undef,not commuting,Ho,-564842,-1.20134e+06,1967
1213,M,32,working,industry,not commuting,Ho,-563613,-1.2018e+06,1555
1214,M,62,retired,undef,not commuting,Ho,-563613,-1.2018e+06,1555
1215,F,55,retired,undef,not commuting,Ho,-563613,-1.2018e+06,1555
1216,F,11,student,undef,not commuting,Ho,-563613,-1.2018e+06,1555
1217,F,32,working,tradeandmoto,not commuting,Ho,-563613,-1.2018e+06,1555
1218,F,15,student,undef,30 to 45 mins,Ho,-563767,-1.20298e+06,1757
1219,F,52,working,industry,not commuting,Ho,-563767,-1.20298e+06,1757
1220,F,75,retired,undef,not commuting,Ho,-564991,-1.2018e+06,1388
1221,F,19,student,undef,not commuting,Ho,-564991,-1.2018e+06,1388
1222,M,22,student,undef,30 to 45 mins,Ho,-565647,-1.20182e+06,1342
1223,F,43,working,industry,not commuting,Ho,-565647,-1.20182e+06,1342
1224,F,20,student,undef,not commuting,Ho,-565647,-1.20182e+06,1342
1225,F,12,student,undef,not commuting,Ho,-565647,-1.20182e+06,1342
1226,M,46,at home,undef,not commuting,Ho,-565647,-1.20182e+06,1342
1227,F,43,at home,undef,not commuting,Ho,-563667,-1.20164e+06,1569
1228,M,45,working,it,15 to 30 min,Ho,-563667,-1.20164e+06,1569
1229,F,22,student,undef,not commuting,Ho,-563667,-1.20164e+06,1569
1230,F,19,working,education,not commuting,Ho,-563667,-1.20164e+06,1569
